dataset,confounder,arm,item,eta2_null
depmap,OncotreeLineage,expression,ATP11B,0.02243760361378936
depmap,OncotreeLineage,expression,ATP1A1,0.02371910828334192
depmap,OncotreeLineage,expression,ATP1B1,0.021578400123199094
depmap,OncotreeLineage,expression,ATP2C1,0.019016240174411413
depmap,OncotreeLineage,expression,ATP6AP1,0.023923589900900953
depmap,OncotreeLineage,expression,ATP6V0B,0.02424536043648101
depmap,OncotreeLineage,expression,ATP6V0C,0.022083604669784672
depmap,OncotreeLineage,expression,ATP6V1A,0.023493953102855215
depmap,OncotreeLineage,expression,ATP6V1B2,0.021774187026667693
depmap,OncotreeLineage,expression,ATP6V1D,0.020991644217899372
depmap,OncotreeLineage,expression,ATP6V1F,0.02377212867864501
depmap,OncotreeLineage,expression,AURKA,0.021131600417124665
depmap,OncotreeLineage,expression,AURKB,0.022971983803751404
depmap,OncotreeLineage,expression,AXIN1,0.02284473518027419
depmap,OncotreeLineage,expression,BACE2,0.022901794840515955
depmap,OncotreeLineage,expression,BAD,0.021214352473252287
depmap,OncotreeLineage,expression,BAG1,0.022905518010006017
depmap,OncotreeLineage,expression,BAG3,0.021574273893084583
depmap,OncotreeLineage,expression,BAMBI,0.022269601580764138
depmap,OncotreeLineage,expression,BAX,0.018749296218649306
depmap,OncotreeLineage,expression,BCL2,0.019664347007653543
depmap,OncotreeLineage,expression,BCL2L1,0.022072614061401707
depmap,OncotreeLineage,expression,BCL7B,0.021792091892154083
depmap,OncotreeLineage,expression,BDH1,0.021952073308133584
depmap,OncotreeLineage,expression,BECN1,0.019761622525835486
depmap,OncotreeLineage,expression,BHLHE40,0.021073461532299623
depmap,OncotreeLineage,expression,BID,0.022163460995133444
depmap,OncotreeLineage,expression,BIRC2,0.017930044083106
depmap,OncotreeLineage,expression,BIRC5,0.02216625871645609
depmap,OncotreeLineage,expression,BLCAP,0.019686487998066247
depmap,OncotreeLineage,expression,BLMH,0.02386531399994516
depmap,OncotreeLineage,expression,BLVRA,0.02169113668159952
depmap,OncotreeLineage,expression,BMP4,0.020869332513527832
depmap,OncotreeLineage,expression,BNIP3,0.022752319510755934
depmap,OncotreeLineage,expression,BNIP3L,0.018812722073900785
depmap,OncotreeLineage,expression,BPHL,0.02319652901402964
depmap,OncotreeLineage,expression,BRCA1,0.024092443329019077
depmap,OncotreeLineage,expression,BUB3,0.022957950600219455
depmap,OncotreeLineage,expression,BZW2,0.024459976306652496
depmap,OncotreeLineage,expression,C2CD2,0.021054210709307235
depmap,OncotreeLineage,expression,C2CD2L,0.022799719203442745
depmap,OncotreeLineage,expression,C2CD5,0.023625694517937647
depmap,OncotreeLineage,expression,C5,0.022601159294697266
depmap,OncotreeLineage,expression,CAB39,0.020059341803823117
depmap,OncotreeLineage,expression,CALM3,0.022946094394147406
depmap,OncotreeLineage,expression,CALU,0.019749597831453268
depmap,OncotreeLineage,expression,CAMSAP2,0.021208236999004405
depmap,OncotreeLineage,expression,CANT1,0.021129590393987936
depmap,OncotreeLineage,expression,CAPN1,0.020793260305834924
depmap,OncotreeLineage,expression,CASC3,0.024734266160327242
depmap,OncotreeLineage,expression,CASP10,0.02286915438626566
depmap,OncotreeLineage,expression,CASP2,0.020909090591508354
depmap,OncotreeLineage,expression,CASP3,0.019857004540070854
depmap,OncotreeLineage,expression,CASP7,0.021258825571173288
depmap,OncotreeLineage,expression,CAST,0.021944288392813975
depmap,OncotreeLineage,expression,CAT,0.020663855226389256
depmap,OncotreeLineage,expression,CBFB,0.020936603730131946
depmap,OncotreeLineage,expression,CBLB,0.02278907258429009
depmap,OncotreeLineage,expression,CBR1,0.021093413206252513
depmap,OncotreeLineage,expression,CBR3,0.021130208451528788
depmap,OncotreeLineage,expression,CCDC85B,0.02066960912130525
depmap,OncotreeLineage,expression,CCDC86,0.01819959299015065
depmap,OncotreeLineage,expression,CCDC92,0.021649730756128166
depmap,OncotreeLineage,expression,CCL2,0.018963299707779678
depmap,OncotreeLineage,expression,CCNA1,0.022172444057653097
depmap,OncotreeLineage,expression,CCNA2,0.02033084417028361
depmap,OncotreeLineage,expression,CCNB1,0.021951091729914992
depmap,OncotreeLineage,expression,CCND1,0.022701810329197557
depmap,OncotreeLineage,expression,CCND3,0.021139746602970095
depmap,OncotreeLineage,expression,CCNE1,0.022613834435473722
depmap,OncotreeLineage,expression,CCNE2,0.02217502689981239
depmap,OncotreeLineage,expression,CCNF,0.023298332518776107
depmap,OncotreeLineage,expression,CCNH,0.02057076384150481
depmap,OncotreeLineage,expression,CCP110,0.023950937419534683
depmap,OncotreeLineage,expression,CD320,0.02247744953676834
depmap,OncotreeLineage,expression,CD40,0.021221022460425377
depmap,OncotreeLineage,expression,CD44,0.02120888162307844
depmap,OncotreeLineage,expression,CDAN1,0.021491659671378015
depmap,OncotreeLineage,expression,CDC20,0.021912662299751
depmap,OncotreeLineage,expression,CDC25A,0.022684738610008654
depmap,OncotreeLineage,expression,CDC25B,0.021703605019732394
depmap,OncotreeLineage,expression,CDC42,0.01881036087394971
depmap,OncotreeLineage,expression,CDC45,0.021917947295282868
depmap,OncotreeLineage,expression,CDC6,0.022596145547510632
depmap,OncotreeLineage,expression,CDCA4,0.02115117211185332
depmap,OncotreeLineage,expression,CDH3,0.021056884426529705
depmap,OncotreeLineage,expression,CDK1,0.02296233861592611
depmap,OncotreeLineage,expression,CDK19,0.022065749301490575
depmap,OncotreeLineage,expression,CDK2,0.024884117425966773
depmap,OncotreeLineage,expression,CDK4,0.02280289273843311
depmap,OncotreeLineage,expression,CDK5R1,0.02047018088110946
depmap,OncotreeLineage,expression,CDK6,0.019456156136438838
depmap,OncotreeLineage,expression,CDK7,0.019495343676449887
depmap,OncotreeLineage,expression,CDKN1B,0.024459588089923365
depmap,OncotreeLineage,expression,CDKN2A,0.02368158887240566
depmap,OncotreeLineage,expression,CEBPD,0.02016439686094269
depmap,OncotreeLineage,expression,CEBPZ,0.021777340457636754
depmap,OncotreeLineage,expression,CENPE,0.020024732045089397
depmap,OncotreeLineage,expression,CENPF,0.02231426354317455
depmap,OncotreeLineage,expression,CENPW,0.020710004256410404
depmap,OncotreeLineage,expression,CEP55,0.02024091527269171
depmap,OncotreeLineage,expression,CEP57,0.021612966140286242
depmap,OncotreeLineage,expression,CERK,0.024626307053527786
depmap,OncotreeLineage,expression,CETN3,0.021446322678161177
depmap,OncotreeLineage,expression,CFL1,0.019949900595444027
depmap,OncotreeLineage,expression,CFLAR,0.022076212358505685
depmap,OncotreeLineage,expression,CGRRF1,0.02106039187731189
depmap,OncotreeLineage,expression,CHAC1,0.01944394175858482
depmap,OncotreeLineage,expression,CHAF1B,0.022741928995406228
depmap,OncotreeLineage,expression,CHEK1,0.022774368082671394
depmap,OncotreeLineage,expression,CHEK2,0.02210262328642005
depmap,OncotreeLineage,expression,CHIC2,0.019766786282767942
depmap,OncotreeLineage,expression,CHMP4B,0.024612583217695938
depmap,OncotreeLineage,expression,CHMP6,0.02050553478861353
depmap,OncotreeLineage,expression,CHN1,0.021964764855654573
depmap,OncotreeLineage,expression,CIAO3,0.021606671911489454
depmap,OncotreeLineage,expression,CIAPIN1,0.02060357342162057
depmap,OncotreeLineage,expression,CIRBP,0.02219429600300727
depmap,OncotreeLineage,expression,CISD1,0.020850390201763064
depmap,OncotreeLineage,expression,CLIC4,0.020104716210625692
depmap,OncotreeLineage,expression,CLPX,0.022760944667067712
depmap,OncotreeLineage,expression,CLSTN1,0.02089422297614138
depmap,OncotreeLineage,expression,CLTB,0.02157027470925322
depmap,OncotreeLineage,expression,CLTC,0.01997070663706275
depmap,OncotreeLineage,expression,CNDP2,0.021905372201403574
depmap,OncotreeLineage,expression,CNOT4,0.020838111252138386
depmap,OncotreeLineage,expression,CNPY3,0.023352742378952594
depmap,OncotreeLineage,expression,COASY,0.02509968403961103
depmap,OncotreeLineage,expression,COG2,0.024633528187875255
depmap,OncotreeLineage,expression,COG4,0.02244893094627745
depmap,OncotreeLineage,expression,COG7,0.023311564795360267
depmap,OncotreeLineage,expression,COL1A1,0.020073720424037062
depmap,OncotreeLineage,expression,COL4A1,0.021224322837444864
depmap,OncotreeLineage,expression,COPB2,0.022740608082774873
depmap,OncotreeLineage,expression,COPG1,0.02238747524828181
depmap,OncotreeLineage,expression,COPS7A,0.021166359960690103
depmap,OncotreeLineage,expression,CORO1A,0.024341451912770994
depmap,OncotreeLineage,expression,CPNE3,0.021044366993027235
depmap,OncotreeLineage,expression,CPSF4,0.022013726658274155
depmap,OncotreeLineage,expression,CREB1,0.02153177180982192
depmap,OncotreeLineage,expression,CREG1,0.022536373579840566
depmap,OncotreeLineage,expression,CRELD2,0.02290631086821269
depmap,OncotreeLineage,expression,CRK,0.0195127986997919
depmap,OncotreeLineage,expression,CRKL,0.0207318998522825
depmap,OncotreeLineage,expression,CRTAP,0.018152026042224576
depmap,OncotreeLineage,expression,CRYZ,0.022331919958651584
depmap,OncotreeLineage,expression,CSK,0.02079931601835154
depmap,OncotreeLineage,expression,CSNK1A1,0.01925170072400913
depmap,OncotreeLineage,expression,CSNK1E,0.019079472415252867
depmap,OncotreeLineage,expression,CSNK2A2,0.02189156970189547
depmap,OncotreeLineage,expression,CSRP1,0.021240613445366246
depmap,OncotreeLineage,expression,CTNNAL1,0.019944160532598627
depmap,OncotreeLineage,expression,CTNND1,0.019701024075550338
depmap,OncotreeLineage,expression,CTPS1,0.020488429005768322
depmap,OncotreeLineage,expression,CTTN,0.019654100520995296
depmap,OncotreeLineage,expression,CXCL2,0.022125124472772074
depmap,OncotreeLineage,expression,CXCR4,0.02082949909524633
depmap,OncotreeLineage,expression,CXXC5,0.02167234740545685
depmap,OncotreeLineage,expression,CYB561,0.0216655115780783
depmap,OncotreeLineage,expression,CYTH1,0.023396959974357475
depmap,OncotreeLineage,expression,DAG1,0.021074649307205446
depmap,OncotreeLineage,expression,DAXX,0.02124778737384167
depmap,OncotreeLineage,expression,DBR1,0.023950496770253273
depmap,OncotreeLineage,expression,DCK,0.019460587526805625
depmap,OncotreeLineage,expression,DCTD,0.019023485226681236
depmap,OncotreeLineage,expression,DCUN1D4,0.018433315994795127
depmap,OncotreeLineage,expression,DDB2,0.01940959807303175
depmap,OncotreeLineage,expression,DDIT4,0.02150072442668049
depmap,OncotreeLineage,expression,DDR1,0.019166672154046355
depmap,OncotreeLineage,expression,DDX10,0.02155761602540087
depmap,OncotreeLineage,expression,DDX3X,0.020094667395170365
depmap,OncotreeLineage,expression,DDX42,0.02189123308324204
depmap,OncotreeLineage,expression,DECR1,0.02073506713939236
depmap,OncotreeLineage,expression,DENND2D,0.020218536367791494
depmap,OncotreeLineage,expression,DERA,0.021481907003547053
depmap,OncotreeLineage,expression,DFFA,0.0195625499345004
depmap,OncotreeLineage,expression,DFFB,0.02405121079036463
depmap,OncotreeLineage,expression,DHDDS,0.02318058546986488
depmap,OncotreeLineage,expression,DHFR,0.024123953815138342
depmap,OncotreeLineage,expression,DHRS7,0.021022581297696248
depmap,OncotreeLineage,expression,DHX29,0.019333567264633714
depmap,OncotreeLineage,expression,DIPK1A,0.022326433435675898
depmap,OncotreeLineage,expression,DLD,0.022558954265168542
depmap,OncotreeLineage,expression,DMTF1,0.021077976193973606
depmap,OncotreeLineage,expression,DNAJA3,0.022336188015338772
depmap,OncotreeLineage,expression,DNAJB1,0.021618593102136225
depmap,OncotreeLineage,expression,DNAJB2,0.02092831128472718
depmap,OncotreeLineage,expression,DNAJB6,0.020046627888506814
depmap,OncotreeLineage,expression,DNAJC15,0.022409260672214888
depmap,OncotreeLineage,expression,DNAJC9,0.022201801434987373
depmap,OncotreeLineage,expression,DNM1,0.024634310004732693
depmap,OncotreeLineage,expression,DNM1L,0.020315267228920193
depmap,OncotreeLineage,expression,DNM2,0.022009339174865108
depmap,OncotreeLineage,expression,DNMT1,0.02233124663191529
depmap,OncotreeLineage,expression,DNMT3A,0.02372153937514174
depmap,OncotreeLineage,expression,DNTTIP2,0.022060097640025127
depmap,OncotreeLineage,expression,DONSON,0.02211352267352467
depmap,OncotreeLineage,expression,DPAGT1,0.0200422796974841
depmap,OncotreeLineage,expression,DPH2,0.02363780789769313
depmap,OncotreeLineage,expression,DRAP1,0.021197190874833856
depmap,OncotreeLineage,expression,DSG2,0.02066652650836733
depmap,OncotreeLineage,expression,DTYMK,0.022316308903363294
depmap,OncotreeLineage,expression,DUSP11,0.020701147662113926
depmap,OncotreeLineage,expression,DUSP14,0.01956142320328062
depmap,OncotreeLineage,expression,DUSP22,0.022631152159047433
depmap,OncotreeLineage,expression,DUSP3,0.021170493866439193
depmap,OncotreeLineage,expression,DUSP4,0.019475940889606896
depmap,OncotreeLineage,expression,DUSP6,0.019315479391670005
depmap,OncotreeLineage,expression,DUT,0.021229571829041633
depmap,OncotreeLineage,expression,DYNLRB1,0.021789567183529524
depmap,OncotreeLineage,expression,DYRK3,0.023702226572173978
depmap,OncotreeLineage,expression,E2F2,0.023669561621248017
depmap,OncotreeLineage,expression,EAPP,0.020087254091661694
depmap,OncotreeLineage,expression,EBNA1BP2,0.02027554073001512
depmap,OncotreeLineage,expression,ECD,0.02189581221389335
depmap,OncotreeLineage,expression,ECH1,0.023610729587003765
depmap,OncotreeLineage,expression,EDEM1,0.02109640198180116
depmap,OncotreeLineage,expression,EDN1,0.022243887836153404
depmap,OncotreeLineage,expression,EED,0.021441199664311496
depmap,OncotreeLineage,expression,EEF1A1,0.022461467639504844
depmap,OncotreeLineage,expression,EEF2,0.02142581905297904
depmap,OncotreeLineage,expression,EFCAB14,0.023224240921360946
depmap,OncotreeLineage,expression,EFR3A,0.020306722596340466
depmap,OncotreeLineage,expression,EGF,0.021328730465041384
depmap,OncotreeLineage,expression,EGFR,0.020205158152502737
depmap,OncotreeLineage,expression,EGR1,0.019732482183512527
depmap,OncotreeLineage,expression,EIF1AX,0.02086344908695603
depmap,OncotreeLineage,expression,EIF4A1,0.024067165091254467
depmap,OncotreeLineage,expression,EIF4EBP1,0.021390176229851364
depmap,OncotreeLineage,expression,EIF5,0.021318563761876574
depmap,OncotreeLineage,expression,ELAC2,0.02036912744467392
depmap,OncotreeLineage,expression,ELAVL1,0.02042729956992186
depmap,OncotreeLineage,expression,ELL,0.022582270226159835
depmap,OncotreeLineage,expression,ELOVL6,0.02036168168165859
depmap,OncotreeLineage,expression,EMC3,0.021746598519254222
depmap,OncotreeLineage,expression,EML3,0.02037598476068446
depmap,OncotreeLineage,expression,ENOPH1,0.02144708810980926
depmap,OncotreeLineage,expression,ENOSF1,0.019763411075201524
depmap,OncotreeLineage,expression,EP300,0.022800060402373024
depmap,OncotreeLineage,expression,EPB41L2,0.02096339791694073
depmap,OncotreeLineage,expression,EPHA3,0.02269902638789767
depmap,OncotreeLineage,expression,EPHB2,0.020402788831489372
depmap,OncotreeLineage,expression,EPN2,0.01922868838675855
depmap,OncotreeLineage,expression,EPRS1,0.022998462842514514
depmap,OncotreeLineage,expression,ERBB2,0.02040819978995786
depmap,OncotreeLineage,expression,ERBB3,0.021671468019638596
depmap,OncotreeLineage,expression,ESPL1,0.02389121404709817
depmap,OncotreeLineage,expression,ESR1,0.02062555194240357
depmap,OncotreeLineage,expression,ETFB,0.022130580856112282
depmap,OncotreeLineage,expression,ETS1,0.022424215079381308
depmap,OncotreeLineage,expression,ETV1,0.02273902190507569
depmap,OncotreeLineage,expression,EVL,0.0231729504074256
depmap,OncotreeLineage,expression,EXO1,0.024035982050896406
depmap,OncotreeLineage,expression,EXOSC4,0.020627158960092578
depmap,OncotreeLineage,expression,EXT1,0.02112262385399469
depmap,OncotreeLineage,expression,EZH2,0.022999235678908405
depmap,OncotreeLineage,expression,FAH,0.020837438243897666
depmap,OncotreeLineage,expression,FAIM,0.019828015132442717
depmap,OncotreeLineage,expression,FAM20B,0.02233743653569246
depmap,OncotreeLineage,expression,FAM50A,0.019574632996965134
depmap,OncotreeLineage,expression,FARSB,0.022388606428666587
depmap,OncotreeLineage,expression,FAS,0.021019670166735803
depmap,OncotreeLineage,expression,FAT1,0.018476137608815446
depmap,OncotreeLineage,expression,FAU,0.020131773542212503
depmap,OncotreeLineage,expression,FBXL12,0.021083484188125355
depmap,OncotreeLineage,expression,FBXO11,0.02129148508983873
depmap,OncotreeLineage,expression,FBXO21,0.024628256016998525
depmap,OncotreeLineage,expression,FBXO7,0.021094923852534454
depmap,OncotreeLineage,expression,FCHO1,0.024507949308300005
depmap,OncotreeLineage,expression,FDFT1,0.02311960875300615
depmap,OncotreeLineage,expression,FERMT2,0.022135660874978542
depmap,OncotreeLineage,expression,FEZ2,0.020088597957473243
depmap,OncotreeLineage,expression,FGFR2,0.021423666081566272
depmap,OncotreeLineage,expression,FGFR4,0.023337682307715962
depmap,OncotreeLineage,expression,FHL2,0.0203513857651095
depmap,OncotreeLineage,expression,FIS1,0.02340989384034268
depmap,OncotreeLineage,expression,FKBP14,0.02020494632032719
depmap,OncotreeLineage,expression,FKBP4,0.022750325283535936
depmap,OncotreeLineage,expression,FOS,0.022376837827438836
depmap,OncotreeLineage,expression,FOSL1,0.020822664713569056
depmap,OncotreeLineage,expression,FOXA1,0.020335742394752634
depmap,OncotreeLineage,expression,FOXC1,0.02123510005908616
depmap,OncotreeLineage,expression,FOXJ3,0.02404252517116131
depmap,OncotreeLineage,expression,FOXO3,0.02169578685662731
depmap,OncotreeLineage,expression,FPGS,0.02204522821830598
depmap,OncotreeLineage,expression,FRS2,0.02115954981350041
depmap,OncotreeLineage,expression,FSD1,0.020640852165894723
depmap,OncotreeLineage,expression,FUT1,0.02045980024602389
depmap,OncotreeLineage,expression,FYN,0.021113028180334566
depmap,OncotreeLineage,expression,FZD1,0.02255991178784807
depmap,OncotreeLineage,expression,FZD7,0.019957737326093353
depmap,OncotreeLineage,expression,G3BP1,0.01931014703284256
depmap,OncotreeLineage,expression,GAA,0.020931120838054148
depmap,OncotreeLineage,expression,GABPB1,0.020372179046063095
depmap,OncotreeLineage,expression,GADD45A,0.022493262419782466
depmap,OncotreeLineage,expression,GADD45B,0.021838411056463884
depmap,OncotreeLineage,expression,GALE,0.02357100178795784
depmap,OncotreeLineage,expression,GAPDH,0.02050309623359049
depmap,OncotreeLineage,expression,GARRE1,0.024351921375215215
depmap,OncotreeLineage,expression,GATA2,0.0212423770128053
depmap,OncotreeLineage,expression,GATA3,0.021975830537046225
depmap,OncotreeLineage,expression,GDPD5,0.023334404208072257
depmap,OncotreeLineage,expression,GET1,0.02160984297585481
depmap,OncotreeLineage,expression,GFOD1,0.023753705128884035
depmap,OncotreeLineage,expression,GFPT1,0.022775566025062997
depmap,OncotreeLineage,expression,GFUS,0.02057774133043171
depmap,OncotreeLineage,expression,GGPS1,0.021572635430284943
depmap,OncotreeLineage,expression,GHR,0.01986562734390316
depmap,OncotreeLineage,expression,GINS2,0.02209179490339582
depmap,OncotreeLineage,expression,GLI2,0.020175977846813416
depmap,OncotreeLineage,expression,GLOD4,0.022673422635369086
depmap,OncotreeLineage,expression,GLRX,0.020897449193479727
depmap,OncotreeLineage,expression,GMNN,0.02187124512728745
depmap,OncotreeLineage,expression,GMPS,0.022263527834008444
depmap,OncotreeLineage,expression,GNA11,0.020102465289869666
depmap,OncotreeLineage,expression,GNA15,0.02095689083425361
depmap,OncotreeLineage,expression,GNAI1,0.019351123029892038
depmap,OncotreeLineage,expression,GNAI2,0.021049532048849236
depmap,OncotreeLineage,expression,GNAS,0.02045236736399195
depmap,OncotreeLineage,expression,GNB5,0.020357778850517406
depmap,OncotreeLineage,expression,GNPDA1,0.021971345682526303
depmap,OncotreeLineage,expression,GOLT1B,0.02085285649826143
depmap,OncotreeLineage,expression,GPATCH8,0.023067564019529176
depmap,OncotreeLineage,expression,GPC1,0.02144340743377596
depmap,OncotreeLineage,expression,GPN2,0.019889315667928953
depmap,OncotreeLineage,expression,GPR160,0.0220595436062696
depmap,OncotreeLineage,expression,GPX4,0.02164125190662957
depmap,OncotreeLineage,expression,GRB10,0.02328392527096321
depmap,OncotreeLineage,expression,GRB2,0.021632965574071985
depmap,OncotreeLineage,expression,GRB7,0.022136226388367222
depmap,OncotreeLineage,expression,GRN,0.02498004284881513
depmap,OncotreeLineage,expression,GRWD1,0.021145296215609143
depmap,OncotreeLineage,expression,GSPT1,0.023807599563844213
depmap,OncotreeLineage,expression,GSTZ1,0.023101303081237347
depmap,OncotreeLineage,expression,GTF2A2,0.02021033726736767
depmap,OncotreeLineage,expression,GTF2E2,0.020307618754138272
depmap,OncotreeLineage,expression,GTPBP4,0.021680746504232417
depmap,OncotreeLineage,expression,GTPBP8,0.02133559990635503
depmap,OncotreeLineage,expression,GUK1,0.021376871157725193
depmap,OncotreeLineage,expression,H2AZ2,0.023572342392965056
depmap,OncotreeLineage,expression,H2BC12,0.022535622825407994
depmap,OncotreeLineage,expression,H2BC15,0.022269693214526567
depmap,OncotreeLineage,expression,H2BC21,0.022358642521403203
depmap,OncotreeLineage,expression,HADH,0.023400659789156945
depmap,OncotreeLineage,expression,HAT1,0.021988740675860145
depmap,OncotreeLineage,expression,HDAC2,0.022575134303951628
depmap,OncotreeLineage,expression,HEATR1,0.022397638615253665
depmap,OncotreeLineage,expression,HEBP1,0.020319792116492857
depmap,OncotreeLineage,expression,HERC6,0.02216644471598711
depmap,OncotreeLineage,expression,HERPUD1,0.023280345009810757
depmap,OncotreeLineage,expression,HES1,0.021789573873878493
depmap,OncotreeLineage,expression,HK1,0.0209438882783886
depmap,OncotreeLineage,expression,HLA-DRA,0.020506053440610326
depmap,OncotreeLineage,expression,HMG20B,0.019626931605473866
depmap,OncotreeLineage,expression,HMGA2,0.02175925427114504
depmap,OncotreeLineage,expression,HMGCR,0.023671265676877676
depmap,OncotreeLineage,expression,HMGCS1,0.023648498904718547
depmap,OncotreeLineage,expression,HMOX1,0.021303342679141794
depmap,OncotreeLineage,expression,HNF1B,0.02286438792698125
depmap,OncotreeLineage,expression,HNRNPH1,0.0215939513391354
depmap,OncotreeLineage,expression,HOMER2,0.020777804817179477
depmap,OncotreeLineage,expression,HOOK2,0.021186375519135412
depmap,OncotreeLineage,expression,HS2ST1,0.0212051120508284
depmap,OncotreeLineage,expression,HSPA1A,0.024052813875292324
depmap,OncotreeLineage,expression,HSPA4,0.019219051579561143
depmap,OncotreeLineage,expression,HSPA8,0.022284771286777652
depmap,OncotreeLineage,expression,HSPD1,0.02435558814854674
depmap,OncotreeLineage,expression,HTRA1,0.022562748099082354
depmap,OncotreeLineage,expression,HYOU1,0.02255119736426322
depmap,OncotreeLineage,expression,IARS2,0.023225984191304457
depmap,OncotreeLineage,expression,ICAM1,0.021500234593936143
depmap,OncotreeLineage,expression,ICAM3,0.020218863792085782
depmap,OncotreeLineage,expression,ICMT,0.02164745287088574
depmap,OncotreeLineage,expression,ID2,0.022996371187675176
depmap,OncotreeLineage,expression,IDE,0.021476741049781055
depmap,OncotreeLineage,expression,IER3,0.021925290347326713
depmap,OncotreeLineage,expression,IFNAR1,0.02222204267757381
depmap,OncotreeLineage,expression,IFRD2,0.021063536382220048
depmap,OncotreeLineage,expression,IGF1R,0.021593169593193566
depmap,OncotreeLineage,expression,IGF2BP2,0.020928922380014887
depmap,OncotreeLineage,expression,IGF2R,0.02071391092547278
depmap,OncotreeLineage,expression,IGFBP3,0.02256092251533543
depmap,OncotreeLineage,expression,IGHMBP2,0.02179537599839174
depmap,OncotreeLineage,expression,IKBKB,0.020037144801439352
depmap,OncotreeLineage,expression,IKBKE,0.02135909394673911
depmap,OncotreeLineage,expression,IKZF1,0.020449291184274365
depmap,OncotreeLineage,expression,IL1B,0.02319237273321927
depmap,OncotreeLineage,expression,IL4R,0.02093853274561627
depmap,OncotreeLineage,expression,ILK,0.019179845732414463
depmap,OncotreeLineage,expression,INPP1,0.02276510963063457
depmap,OncotreeLineage,expression,INPP4B,0.021446709294563323
depmap,OncotreeLineage,expression,INSIG1,0.02229064198695436
depmap,OncotreeLineage,expression,INTS3,0.022490101222513652
depmap,OncotreeLineage,expression,INTS6,0.020325346422310035
depmap,OncotreeLineage,expression,IPO13,0.02272105091760169
depmap,OncotreeLineage,expression,IQGAP1,0.02066353320463411
depmap,OncotreeLineage,expression,ISOC1,0.02134160210891522
