dataset,perm,item,eta2_y
depmap,0,DONSON,0.03511571448202792
depmap,0,ITGAV,0.023261052143567447
depmap,0,TXNL4A,0.02434924942404016
depmap,0,MSTO1,0.03934823365228276
depmap,0,SNRPB2,0.04523097852605941
depmap,0,PCNA,0.01796059012308285
depmap,0,PELO,0.018492575815797874
depmap,0,ESPL1,0.018410642304142664
depmap,0,ACO2,0.027937114361260736
depmap,0,GUK1,0.030658476596457797
depmap,0,RPL23A,0.07289155676132245
depmap,0,DHFR,0.022892000709130316
depmap,0,EP300,0.028190717666336605
depmap,0,CDK1,0.023394143670396682
depmap,0,SRSF3,0.024225083434356993
depmap,0,TIMM10,0.01991394636634579
depmap,0,PGK1,0.022225935142167353
depmap,0,PKMYT1,0.03420202374496295
depmap,0,UBE2N,0.0260706684026989
depmap,0,TSC2,0.0361959982293678
depmap,0,PPP1R15B,0.038076851163869614
depmap,0,KEAP1,0.030996141037588194
depmap,0,CENPW,0.023264652187223345
depmap,0,NAPG,0.013603584662674332
depmap,0,PSMA3,0.02517689476778831
depmap,0,WDR73,0.024698444392339414
depmap,0,RRN3,0.11026659346728107
depmap,0,MRPL57,0.041907398167124875
depmap,0,MMS22L,0.029850465841098347
depmap,0,DBR1,0.02848333826459392
depmap,0,SNRPF,0.03405163503370131
depmap,0,MAGOH,0.03706021732568307
depmap,0,SEPSECS,0.018804467105929
depmap,0,ANKLE2,0.03082130418013458
depmap,0,GPN2,0.03593956107775092
depmap,0,WEE1,0.022293443502448145
depmap,0,UBE2D3,0.03780248149117064
depmap,0,CBFB,0.029926721971586853
depmap,0,TINF2,0.03501898438413684
depmap,0,TRPM7,0.024632775590049106
depmap,0,MAT2A,0.016728735256706453
depmap,0,TAMM41,0.02376816013404673
depmap,0,DDX3X,0.04167274625457284
depmap,0,NPM1,0.1096448844459373
depmap,0,WNK1,0.020011248268183762
depmap,0,SCD,0.030072636072986533
depmap,0,CDC45,0.026580269977464877
depmap,0,ACTB,0.01829075094536642
depmap,0,USP7,0.023620247955985368
depmap,0,TXNRD1,0.02203384216852584
depmap,0,ORC6,0.026978987575172784
depmap,0,MRPL33,0.023929743662784837
depmap,0,SDHB,0.0226139745525711
depmap,0,POP5,0.02261709821781146
depmap,0,CDC42,0.020635366290014896
depmap,0,GINS2,0.04760406296289964
depmap,0,CTPS1,0.020416716831570307
depmap,0,ATP6AP1,0.022847070085792
depmap,0,ALDOA,0.03124541709336147
depmap,0,SNRPD1,0.03446466128754376
depmap,0,STX4,0.015037581648780744
depmap,0,RPS2,0.08659041541174282
depmap,0,EMC3,0.033909689388640286
depmap,0,MAD2L2,0.027227355548272106
depmap,0,NCAPD3,0.01835744092689849
depmap,0,NSF,0.02517480885114909
depmap,0,CFL1,0.02075593893428355
depmap,0,PPWD1,0.01907036085888374
depmap,0,GGPS1,0.022813312377049814
depmap,0,MED12,0.01609371155241354
depmap,0,NMNAT1,0.014045672037284945
depmap,0,HNF1B,0.024319033496323302
depmap,0,ATP6V1F,0.02244078034566356
depmap,0,GTPBP4,0.032714089653295295
depmap,0,NUP43,0.05256102666963988
depmap,0,PSMD7,0.028726535358913622
depmap,0,RPS15A,0.018633960789540223
depmap,0,RPL7A,0.02400161323867941
depmap,0,ATP6V1A,0.03263529363588617
depmap,0,LSM8,0.022020420437871904
depmap,0,TADA1,0.030923506642317408
depmap,0,FARSB,0.022628777791446845
depmap,0,RACK1,0.026038315805597022
depmap,0,PFN1,0.029873146666539698
depmap,0,CHAF1B,0.020622572514407345
depmap,0,RPL9,0.03040957489013674
depmap,0,MYH9,0.027920806636033548
depmap,0,RPL4,0.020902478642802192
depmap,0,UBR4,0.02986976496563865
depmap,0,SKP2,0.02536159718288753
depmap,0,WDR77,0.019757794099571766
depmap,0,PSMD14,0.027878864429408064
depmap,0,UTP4,0.026400012829959695
depmap,0,RPP25L,0.021500899174883754
depmap,0,SNRPA1,0.02210616839884974
depmap,0,KLF5,0.015761872488555106
depmap,0,ALG13,0.014943233527036819
depmap,0,NF2,0.027862405939168274
depmap,0,NELFB,0.02853563142488967
depmap,0,EFR3A,0.019176556893143525
depmap,0,FAU,0.022259801110584992
depmap,1,YRDC,0.02676716173236285
depmap,1,CCND1,0.02187366366444657
depmap,1,EIF1AX,0.024431318444324706
depmap,1,INTS6,0.021338390059925393
depmap,1,DNAJC9,0.030878341853894382
depmap,1,SCAP,0.03211320214531767
depmap,1,KIF18A,0.03296997798053591
depmap,1,MYC,0.029256477302476887
depmap,1,TYMS,0.014668324951888289
depmap,1,TUBB,0.018702179322476396
depmap,1,SNRPD3,0.07374214361130155
depmap,1,PSMB5,0.0313815943343784
depmap,1,EEF1A1,0.08310438296398417
depmap,1,BCL2L1,0.023995689908228413
depmap,1,GRB2,0.03468217546502966
depmap,1,PSMB6,0.04460707397582926
depmap,1,RPL36A,0.0825605598290341
depmap,1,CHMP4B,0.022914633234306515
depmap,1,KRAS,0.022653256900425623
depmap,1,SNAP23,0.02172554687437206
depmap,1,CRKL,0.02947863915836731
depmap,1,THAP1,0.035737319878546926
depmap,1,SOD2,0.02127686933144604
depmap,1,ADSL,0.03040235008222867
depmap,1,ATP6V1B2,0.022619554591641684
depmap,1,CFLAR,0.0322410275087412
depmap,1,COPG1,0.025023632087534328
depmap,1,DTYMK,0.032083816436585984
depmap,1,SEPHS2,0.040687992201271374
depmap,1,ATP1A1,0.02184113715662779
depmap,1,RPS4X,0.0190413827292307
depmap,1,BUB3,0.026545820966110228
depmap,1,CDAN1,0.01474331876032504
depmap,1,SS18L2,0.019498093705149853
depmap,1,YARS2,0.03180889161143776
depmap,1,SBDS,0.023749994051121357
depmap,1,LONP1,0.020388346976206794
depmap,1,RAD9A,0.017696401254006414
depmap,1,FERMT2,0.025243188371981567
depmap,1,KIF11,0.01864439817594234
depmap,1,ATP6V0C,0.01835950586131707
depmap,1,PDCD2,0.03353636627854633
depmap,1,FAM50A,0.041075815651862406
depmap,1,DYNLRB1,0.03500648409657884
depmap,1,PPP2CA,0.03675712926545932
depmap,1,EEF2,0.02060923771874535
depmap,1,TP53,0.02315752409154424
depmap,1,CDK4,0.021719049996598617
depmap,1,PPP1R12A,0.035407580766885174
depmap,1,TFRC,0.03830116342990026
depmap,1,PRKRA,0.02521695550853512
depmap,1,NAA10,0.028995853339994087
depmap,1,MDM2,0.02608052352928191
depmap,1,WDR1,0.015963470421735022
depmap,1,PGD,0.023424303499812803
depmap,1,DPAGT1,0.0217998426007428
depmap,1,RPP21,0.013755316711663478
depmap,1,WDR82,0.01977406430492728
depmap,1,SYS1,0.027929475616236515
depmap,1,MED1,0.01563098192011174
depmap,1,GMPS,0.0232462875685082
depmap,1,RPL21,0.100006099081053
depmap,1,NXT1,0.043444675995276266
depmap,1,HNRNPH1,0.029890383443818537
depmap,1,PPP2R1A,0.014881513663425529
depmap,1,DNM2,0.02349434205808209
depmap,1,RRM1,0.01772956233314223
depmap,1,RPL6,0.11057364190115695
depmap,1,SMG1,0.07920422202549088
depmap,1,RRM2,0.024972399285924922
depmap,1,CDK6,0.044645471693248645
depmap,1,VPS25,0.01966121529935849
depmap,1,SPC24,0.021568200224368124
depmap,1,UMPS,0.014808239591407483
depmap,1,TOP2A,0.02616477278738078
depmap,1,NHLRC2,0.025656874457320313
depmap,1,SOD1,0.023726890422624207
depmap,1,AK6,0.023754635005401408
depmap,1,H2BC15,0.03203218484327408
depmap,1,MARS2,0.023215690820998593
depmap,1,RPL13A,0.08140278886207203
depmap,1,DUT,0.024265736435762086
depmap,1,GPX4,0.03207401679350503
depmap,1,HMGCS1,0.0395506063104951
depmap,1,UBE2M,0.024987538791723406
depmap,1,UROD,0.026826436978162577
depmap,1,RAN,0.017214827163027486
depmap,1,RIC1,0.026526857562861557
depmap,1,ACTR1A,0.01821545195333078
depmap,1,SARS1,0.012800974203548714
depmap,1,MCL1,0.032768608588281276
depmap,1,ELL,0.02812030266079538
depmap,1,PSMG4,0.029016098492456784
depmap,1,YPEL5,0.020399039276366767
depmap,1,EIF4A1,0.028081065591166215
depmap,1,RPL12,0.025791166385952722
depmap,1,PLK1,0.024572229501353137
depmap,1,POLR2L,0.018114344014896817
depmap,1,GSPT1,0.024398468448482456
depmap,1,DONSON,0.02072306313027307
depmap,1,ITGAV,0.022810853100637272
depmap,1,TXNL4A,0.03492636193444732
depmap,1,MSTO1,0.02354164170719962
depmap,1,SNRPB2,0.035538001826108584
depmap,1,PCNA,0.020324567471673625
depmap,1,PELO,0.022050162126390507
depmap,1,ESPL1,0.02836936144241369
depmap,1,ACO2,0.0239250232934513
depmap,1,GUK1,0.027455262756148655
depmap,1,RPL23A,0.0882222424488663
depmap,1,DHFR,0.02835922034328669
depmap,1,EP300,0.029728096876808767
depmap,1,CDK1,0.026968428593141174
depmap,1,SRSF3,0.03308646970313487
depmap,1,TIMM10,0.026966434067147074
depmap,1,PGK1,0.02225914080646961
depmap,1,PKMYT1,0.03498797441767124
depmap,1,UBE2N,0.019175216652668796
depmap,1,TSC2,0.0300458313424371
depmap,1,PPP1R15B,0.01667657335117865
depmap,1,KEAP1,0.025799256688543985
depmap,1,CENPW,0.03170140814789707
depmap,1,NAPG,0.013486911254546142
depmap,1,PSMA3,0.022216002078750793
depmap,1,WDR73,0.021353236940003684
depmap,1,RRN3,0.09130587492893044
depmap,1,MRPL57,0.025924972283452176
depmap,1,MMS22L,0.016532804717747745
depmap,1,DBR1,0.01886435151768175
depmap,1,SNRPF,0.03243370946601599
depmap,1,MAGOH,0.026442202735413436
depmap,1,SEPSECS,0.029457959285838945
depmap,1,ANKLE2,0.028560122049225162
depmap,1,GPN2,0.02301760926305649
depmap,1,WEE1,0.016103319490853335
depmap,1,UBE2D3,0.043753760660466066
depmap,1,CBFB,0.020596358989162965
depmap,1,TINF2,0.0334532391838886
depmap,1,TRPM7,0.035545049333493055
depmap,1,MAT2A,0.03943274498787389
depmap,1,TAMM41,0.017476485941637865
depmap,1,DDX3X,0.027439264264671748
depmap,1,NPM1,0.0713371651433228
depmap,1,WNK1,0.025333631218388112
depmap,1,SCD,0.024176757311278843
depmap,1,CDC45,0.01741295211427692
depmap,1,ACTB,0.015481502859644104
depmap,1,USP7,0.01790012179830089
depmap,1,TXNRD1,0.02147967818661099
depmap,1,ORC6,0.024312712732168798
depmap,1,MRPL33,0.02952508436934389
depmap,1,SDHB,0.02431826343425458
depmap,1,POP5,0.02482644897247734
depmap,1,CDC42,0.021023619260115374
depmap,1,GINS2,0.027078749332762726
depmap,1,CTPS1,0.026321424655393038
depmap,1,ATP6AP1,0.028677057604633932
depmap,1,ALDOA,0.01937974701099473
depmap,1,SNRPD1,0.031778414161581434
depmap,1,STX4,0.022906859892005714
depmap,1,RPS2,0.07016097846436939
depmap,1,EMC3,0.01034839726125028
depmap,1,MAD2L2,0.014795086343803877
depmap,1,NCAPD3,0.02990103592545435
depmap,1,NSF,0.02758352706002557
depmap,1,CFL1,0.031144552226437593
depmap,1,PPWD1,0.012345051875477572
depmap,1,GGPS1,0.01921845148311115
depmap,1,MED12,0.018555288930881514
depmap,1,NMNAT1,0.048254584212805804
depmap,1,HNF1B,0.017250711533303927
depmap,1,ATP6V1F,0.02563869485814945
depmap,1,GTPBP4,0.031154753971341057
depmap,1,NUP43,0.03551893647249859
depmap,1,PSMD7,0.027574565422776892
depmap,1,RPS15A,0.022199359437677802
depmap,1,RPL7A,0.02626442198862888
depmap,1,ATP6V1A,0.02584217647017517
depmap,1,LSM8,0.026621653527498196
depmap,1,TADA1,0.02166227359718748
depmap,1,FARSB,0.015831892636525083
depmap,1,RACK1,0.0274252753503336
depmap,1,PFN1,0.030530841363312803
depmap,1,CHAF1B,0.03298469467126522
depmap,1,RPL9,0.0322846873579195
depmap,1,MYH9,0.017725942295756397
depmap,1,RPL4,0.01958457840568528
depmap,1,UBR4,0.040260812195450496
depmap,1,SKP2,0.05620141523359366
depmap,1,WDR77,0.028756230061428013
depmap,1,PSMD14,0.024544415234440405
depmap,1,UTP4,0.018336465371471166
depmap,1,RPP25L,0.017214872390093453
depmap,1,SNRPA1,0.027076953035593983
depmap,1,KLF5,0.023143109910204816
depmap,1,ALG13,0.02545433551647504
depmap,1,NF2,0.029321946470893322
depmap,1,NELFB,0.010724720705945672
depmap,1,EFR3A,0.025662529832514932
depmap,1,FAU,0.028023035405690278
depmap,2,YRDC,0.027957513721384466
depmap,2,CCND1,0.024641877865916238
depmap,2,EIF1AX,0.03098509947685258
depmap,2,INTS6,0.025407377738462307
depmap,2,DNAJC9,0.023021361204139716
depmap,2,SCAP,0.033742181886049015
depmap,2,KIF18A,0.03678407430799935
depmap,2,MYC,0.03171837158718175
depmap,2,TYMS,0.019663820244033996
depmap,2,TUBB,0.020933366594314273
depmap,2,SNRPD3,0.0686217530279921
depmap,2,PSMB5,0.02862255433278977
depmap,2,EEF1A1,0.08647033708458181
depmap,2,BCL2L1,0.034496069623754046
depmap,2,GRB2,0.02769437089055059
depmap,2,PSMB6,0.01841251651041213
depmap,2,RPL36A,0.1010324302588437
depmap,2,CHMP4B,0.009078394528851534
depmap,2,KRAS,0.04213097633183158
depmap,2,SNAP23,0.01801454284611181
depmap,2,CRKL,0.020872484001206653
depmap,2,THAP1,0.015320547794270754
depmap,2,SOD2,0.033576404109235014
depmap,2,ADSL,0.013365834168309805
depmap,2,ATP6V1B2,0.02873489398903512
depmap,2,CFLAR,0.01815001350108788
depmap,2,COPG1,0.0194567266076216
depmap,2,DTYMK,0.009549908332605944
depmap,2,SEPHS2,0.018810597316195877
depmap,2,ATP1A1,0.021440275816620703
depmap,2,RPS4X,0.034281409680790076
depmap,2,BUB3,0.016203420066587943
depmap,2,CDAN1,0.02265071805176001
depmap,2,SS18L2,0.022153885978182696
depmap,2,YARS2,0.03915339785677988
depmap,2,SBDS,0.025261046699796726
depmap,2,LONP1,0.025785125657580968
depmap,2,RAD9A,0.03797101728359943
depmap,2,FERMT2,0.024365941859927086
depmap,2,KIF11,0.03218560285976843
depmap,2,ATP6V0C,0.022069485079530743
depmap,2,PDCD2,0.021583037134023493
depmap,2,FAM50A,0.015654133873518824
depmap,2,DYNLRB1,0.03611758999268182
depmap,2,PPP2CA,0.049105840237210964
depmap,2,EEF2,0.03022269549691849
depmap,2,TP53,0.029257277447435875
depmap,2,CDK4,0.018001942735714545
depmap,2,PPP1R12A,0.015193161926787265
depmap,2,TFRC,0.020940110190293407
depmap,2,PRKRA,0.026419487591672973
depmap,2,NAA10,0.03791062439749241
depmap,2,MDM2,0.021756934315431263
depmap,2,WDR1,0.015287436366616126
depmap,2,PGD,0.018499602851428733
depmap,2,DPAGT1,0.015794168682332525
depmap,2,RPP21,0.013806420955835338
depmap,2,WDR82,0.03443850808323361
depmap,2,SYS1,0.01583995128744592
depmap,2,MED1,0.02173458347869953
depmap,2,GMPS,0.01599167379753603
depmap,2,RPL21,0.0737857270097212
depmap,2,NXT1,0.023391569527110422
depmap,2,HNRNPH1,0.021339701914108385
depmap,2,PPP2R1A,0.022477016051449857
depmap,2,DNM2,0.016813170135364812
depmap,2,RRM1,0.03415097504818962
depmap,2,RPL6,0.05668734401606718
depmap,2,SMG1,0.1187557615540473
depmap,2,RRM2,0.02494708905426979
depmap,2,CDK6,0.013431671948618815
depmap,2,VPS25,0.030980783784184528
depmap,2,SPC24,0.016876598499631676
depmap,2,UMPS,0.0276321992125476
depmap,2,TOP2A,0.02562626881241927
depmap,2,NHLRC2,0.024458400206152867
depmap,2,SOD1,0.021304054674476696
depmap,2,AK6,0.036168771854003745
depmap,2,H2BC15,0.02840879072240625
depmap,2,MARS2,0.03907049408280861
depmap,2,RPL13A,0.08563061010209574
depmap,2,DUT,0.02308853771803535
depmap,2,GPX4,0.02018959655876956
depmap,2,HMGCS1,0.04103809114447192
depmap,2,UBE2M,0.0303062808030465
depmap,2,UROD,0.025074461015462828
depmap,2,RAN,0.025851206666062224
depmap,2,RIC1,0.03129553091668586
depmap,2,ACTR1A,0.019299102301283688
depmap,2,SARS1,0.01970857098969523
depmap,2,MCL1,0.03523671814301234
depmap,2,ELL,0.026063799221736957
depmap,2,PSMG4,0.018997341849459906
depmap,2,YPEL5,0.019434421221685014
depmap,2,EIF4A1,0.03789471607617418
depmap,2,RPL12,0.017023206470910403
depmap,2,PLK1,0.019419635182115813
depmap,2,POLR2L,0.014193278070472435
depmap,2,GSPT1,0.02663164221540259
depmap,2,DONSON,0.026505912783239282
depmap,2,ITGAV,0.03176238813042142
depmap,2,TXNL4A,0.0254245429930666
depmap,2,MSTO1,0.020719986605185564
depmap,2,SNRPB2,0.026280692617088406
depmap,2,PCNA,0.029666517420750153
depmap,2,PELO,0.018332343280980528
depmap,2,ESPL1,0.01659264583408861
depmap,2,ACO2,0.017917241383770915
depmap,2,GUK1,0.01853145999744618
depmap,2,RPL23A,0.0678028224397996
depmap,2,DHFR,0.02691161251845199
depmap,2,EP300,0.031038046224046247
depmap,2,CDK1,0.021848738118304064
depmap,2,SRSF3,0.0374515358087422
depmap,2,TIMM10,0.02112311766566585
depmap,2,PGK1,0.025286224229249105
depmap,2,PKMYT1,0.018258443307858672
depmap,2,UBE2N,0.027183685183963274
depmap,2,TSC2,0.017497483584682606
depmap,2,PPP1R15B,0.020358820287580626
depmap,2,KEAP1,0.02392699856016969
depmap,2,CENPW,0.027411886891385785
depmap,2,NAPG,0.026761681461788683
depmap,2,PSMA3,0.018880848639259346
depmap,2,WDR73,0.025512938446286326
depmap,2,RRN3,0.06104907064774986
depmap,2,MRPL57,0.043915253379784226
depmap,2,MMS22L,0.03076837592787193
depmap,2,DBR1,0.027794589065148024
depmap,2,SNRPF,0.026226132179129055
depmap,2,MAGOH,0.02940125181371683
depmap,2,SEPSECS,0.013634091500602642
depmap,2,ANKLE2,0.02071180276714347
depmap,2,GPN2,0.016876715532662432
depmap,2,WEE1,0.01658390293701063
depmap,2,UBE2D3,0.028045234674604045
depmap,2,CBFB,0.053589221625131946
depmap,2,TINF2,0.011474783076332536
depmap,2,TRPM7,0.024682987119753558
depmap,2,MAT2A,0.04122685496015449
depmap,2,TAMM41,0.015506152107639176
depmap,2,DDX3X,0.025865809555842795
depmap,2,NPM1,0.038475167735508554
depmap,2,WNK1,0.03367827682603148
depmap,2,SCD,0.04698791969337541
depmap,2,CDC45,0.01965228384035772
depmap,2,ACTB,0.04772396941633656
depmap,2,USP7,0.02478771315456695
depmap,2,TXNRD1,0.027724406596670168
depmap,2,ORC6,0.025455299922268377
depmap,2,MRPL33,0.04294764122929698
depmap,2,SDHB,0.01814504809438003
depmap,2,POP5,0.009824706971989809
depmap,2,CDC42,0.02734066898207176
depmap,2,GINS2,0.03955309859951074
depmap,2,CTPS1,0.02337142275724126
depmap,2,ATP6AP1,0.01691183194246234
depmap,2,ALDOA,0.03199957422037838
depmap,2,SNRPD1,0.027820896554842867
depmap,2,STX4,0.03488156658760395
depmap,2,RPS2,0.10317998525264227
depmap,2,EMC3,0.033510698533966064
depmap,2,MAD2L2,0.02117324573480424
depmap,2,NCAPD3,0.03385448749692538
depmap,2,NSF,0.02481733915568381
depmap,2,CFL1,0.023276041738741593
depmap,2,PPWD1,0.01584722161997504
depmap,2,GGPS1,0.027125986600509855
depmap,2,MED12,0.01800893602998775
depmap,2,NMNAT1,0.018130320844276918
depmap,2,HNF1B,0.02065513461237751
depmap,2,ATP6V1F,0.029725349658522075
depmap,2,GTPBP4,0.02114529478466821
depmap,2,NUP43,0.013260805199069674
depmap,2,PSMD7,0.02824124079712471
depmap,2,RPS15A,0.04652547343442693
depmap,2,RPL7A,0.020041169688231514
depmap,2,ATP6V1A,0.028366324224122073
depmap,2,LSM8,0.02473535491615431
depmap,2,TADA1,0.018387324736838257
depmap,2,FARSB,0.018183906437599727
depmap,2,RACK1,0.03442359516602787
depmap,2,PFN1,0.030373959362656626
depmap,2,CHAF1B,0.019391033552689493
depmap,2,RPL9,0.025921099243917462
depmap,2,MYH9,0.029378945927636985
depmap,2,RPL4,0.02357392719082288
depmap,2,UBR4,0.016689801826004158
depmap,2,SKP2,0.022399208949098942
depmap,2,WDR77,0.022028535737636128
depmap,2,PSMD14,0.03547736755526466
depmap,2,UTP4,0.024022675835909498
depmap,2,RPP25L,0.021598156202350983
depmap,2,SNRPA1,0.020557219894970287
depmap,2,KLF5,0.03337468743505564
depmap,2,ALG13,0.022780776957600463
depmap,2,NF2,0.030667281272238223
depmap,2,NELFB,0.02402372583095894
depmap,2,EFR3A,0.04176167253593101
depmap,2,FAU,0.025617905289696628
depmap,3,YRDC,0.020492442890822245
depmap,3,CCND1,0.025403379637244455
depmap,3,EIF1AX,0.022973743447700274
depmap,3,INTS6,0.03068397379809919
depmap,3,DNAJC9,0.02535648942489638
depmap,3,SCAP,0.033462856428132334
depmap,3,KIF18A,0.016828699235262336
depmap,3,MYC,0.03256701449548673
depmap,3,TYMS,0.023315427590692835
depmap,3,TUBB,0.04276942845825327
depmap,3,SNRPD3,0.06737506589987254
depmap,3,PSMB5,0.022331319710017696
depmap,3,EEF1A1,0.05027069141464152
depmap,3,BCL2L1,0.03193431768521792
depmap,3,GRB2,0.029771294240708186
depmap,3,PSMB6,0.040419720944562185
depmap,3,RPL36A,0.07786345397326404
depmap,3,CHMP4B,0.03345843806843316
depmap,3,KRAS,0.029403231177963354
depmap,3,SNAP23,0.021531135369963227
depmap,3,CRKL,0.04029228536156883
depmap,3,THAP1,0.022202522209352215
depmap,3,SOD2,0.029494313262586152
depmap,3,ADSL,0.02912663650066573
depmap,3,ATP6V1B2,0.02591253908883836
depmap,3,CFLAR,0.022627857173512077
depmap,3,COPG1,0.03138858301951475
depmap,3,DTYMK,0.03210463762017527
depmap,3,SEPHS2,0.029523417154434874
depmap,3,ATP1A1,0.023059150610747925
depmap,3,RPS4X,0.03261713787403638
depmap,3,BUB3,0.028233285026437623
depmap,3,CDAN1,0.027719651357538205
depmap,3,SS18L2,0.05336219713260407
depmap,3,YARS2,0.02256678505769936
depmap,3,SBDS,0.03336697475953303
depmap,3,LONP1,0.016005262279683127
depmap,3,RAD9A,0.02961388151497814
depmap,3,FERMT2,0.04332524665682908
depmap,3,KIF11,0.03968288137229073
depmap,3,ATP6V0C,0.025212810637826724
depmap,3,PDCD2,0.028317873102875195
depmap,3,FAM50A,0.030153382945794224
depmap,3,DYNLRB1,0.02685870654939016
depmap,3,PPP2CA,0.010911948825194568
depmap,3,EEF2,0.02771062163886602
depmap,3,TP53,0.04634450418467855
depmap,3,CDK4,0.02502968142525935
depmap,3,PPP1R12A,0.03936851257722417
depmap,3,TFRC,0.03019449705279519
depmap,3,PRKRA,0.029347232255498353
depmap,3,NAA10,0.02765302345741162
depmap,3,MDM2,0.03995797668790877
depmap,3,WDR1,0.021628927424726427
depmap,3,PGD,0.020116027963858193
depmap,3,DPAGT1,0.029679675499366107
depmap,3,RPP21,0.01973061164012958
depmap,3,WDR82,0.030949984854195756
depmap,3,SYS1,0.02284735072787414
depmap,3,MED1,0.03280933603998179
depmap,3,GMPS,0.022988568116014747
depmap,3,RPL21,0.05291716821706911
depmap,3,NXT1,0.031336851333581404
depmap,3,HNRNPH1,0.021325475121714555
depmap,3,PPP2R1A,0.02288015753751993
depmap,3,DNM2,0.02795337555963633
depmap,3,RRM1,0.02195501636642619
depmap,3,RPL6,0.06501501567208985
depmap,3,SMG1,0.09452035462972426
depmap,3,RRM2,0.029443504760593577
depmap,3,CDK6,0.026983140898396044
depmap,3,VPS25,0.030405369825240957
depmap,3,SPC24,0.03967378080495543
depmap,3,UMPS,0.024371587863682306
depmap,3,TOP2A,0.03444645467359825
depmap,3,NHLRC2,0.020401040020870422
depmap,3,SOD1,0.037871130344706086
depmap,3,AK6,0.033135098707167
