seed,n_cells,method,gene,gene_class,effect,rank
9,1000,marginal,g0312,mixed,0.0673,305
9,1000,marginal,g0080,mixed,0.0217,237
9,1000,marginal,g0376,mixed,0.0519,73
9,1000,marginal,g0144,mixed,0.0429,382
9,1000,marginal,g0400,mixed,0.0356,204
9,1000,marginal,g0183,mixed,0.1029,283
9,1000,marginal,g0427,mixed,0.0049,436
9,1000,marginal,g0182,mixed,0.0162,431
9,1000,marginal,g0172,mixed,0.0455,327
9,1000,marginal,g0475,mixed,0.0088,4
9,1000,marginal,g0339,mixed,0.004,146
9,1000,marginal,g0437,mixed,0.0782,160
9,1000,marginal,g0283,mixed,0.0329,138
9,1000,marginal,g0056,mixed,0.1864,108
9,1000,marginal,g0442,mixed,0.0212,364
9,1000,marginal,g0010,mixed,0.0365,153
9,1000,marginal,g0082,mixed,0.0542,368
9,1000,marginal,g0414,mixed,0.0211,406
9,1000,marginal,g0034,causal,0.0323,315
9,1000,marginal,g0481,causal,0.0546,451
9,1000,marginal,g0186,causal,0.0823,48
9,1000,marginal,g0307,causal,0.0045,466
9,1000,marginal,g0062,causal,0.0589,252
9,1000,marginal,g0262,causal,0.0021,172
9,1000,marginal,g0303,causal,0.0168,159
9,1000,marginal,g0026,causal,0.0094,471
9,1000,marginal,g0460,causal,0.0601,47
9,1000,marginal,g0165,causal,0.0494,291
9,1000,marginal,g0019,causal,0.0059,295
9,1000,marginal,g0146,causal,0.021,385
9,1000,marginal,g0436,causal,0.0399,303
9,1000,marginal,g0067,causal,0.0376,190
9,1000,marginal,g0128,causal,0.0188,24
9,1000,marginal,g0440,causal,0.0665,3
9,1000,marginal,g0294,causal,0.02,293
9,1000,marginal,g0325,causal,0.0484,274
9,1000,marginal,g0417,causal,0.0794,20
9,1000,marginal,g0152,causal,0.0534,114
9,1000,marginal,g0494,causal,0.0212,300
9,1000,marginal,g0366,causal,0.055,226
9,1000,marginal,g0299,causal,0.0166,366
9,1000,marginal,g0384,causal,0.0566,480
9,1000,marginal,g0216,causal,0.0354,212
9,1000,marginal,g0369,causal,0.0002,354
9,1000,marginal,g0231,causal,0.0247,209
9,1000,marginal,g0403,causal,0.0034,383
9,1000,marginal,g0466,causal,0.0228,214
9,1000,marginal,g0289,causal,0.0997,207
9,1000,marginal,g0452,causal,0.1507,259
9,1000,marginal,g0349,causal,0.0081,9
9,1000,marginal,g0135,causal,0.0182,322
9,1000,marginal,g0055,causal,0.0398,110
9,1000,marginal,g0488,causal,0.0751,273
9,1000,marginal,g0222,causal,0.044,314
9,1000,marginal,g0169,causal,0.0622,455
9,1000,marginal,g0328,causal,0.0154,349
9,1000,marginal,g0192,causal,0.0053,454
9,1000,marginal,g0308,causal,0.0301,430
9,1000,marginal,g0386,causal,0.0114,419
9,1000,marginal,g0293,causal,0.0437,66
9,1000,marginal,g0381,causal,0.061,70
9,1000,marginal,g0269,causal,0.0574,179
9,1000,marginal,g0228,causal,0.0029,333
9,1000,marginal,g0134,causal,0.0491,432
9,1000,marginal,g0212,causal,0.008,169
9,1000,marginal,g0160,causal,0.133,23
9,1000,marginal,g0313,causal,0.0122,107
9,1000,marginal,g0493,causal,0.0297,312
9,1000,marginal,g0356,causal,0.0055,376
9,1000,marginal,g0171,causal,0.0015,294
9,1000,marginal,g0245,causal,0.0233,52
9,1000,marginal,g0246,causal,0.0168,17
9,1000,marginal,g0477,causal,0.0005,16
9,1000,marginal,g0042,causal,0.0593,243
9,1000,marginal,g0208,causal,0.0232,19
9,1000,marginal,g0218,causal,0.0484,313
9,1000,marginal,g0425,causal,0.0678,395
9,1000,marginal,g0112,causal,0.0603,410
9,1000,marginal,g0338,causal,0.0598,301
9,1000,marginal,g0291,causal,0.045,493
9,1000,marginal,g0189,causal,0.0293,379
9,1000,marginal,g0096,causal,0.0397,218
9,1000,marginal,g0132,causal,0.0937,135
9,1000,marginal,g0029,causal,0.0136,469
9,1000,marginal,g0275,causal,0.0537,134
9,1000,marginal,g0179,causal,0.0268,418
9,1000,marginal,g0023,causal,0.0084,206
9,1000,marginal,g0120,causal,0.0086,241
9,1000,marginal,g0330,causal,0.1725,83
9,1000,marginal,g0050,causal,0.0581,46
9,1000,marginal,g0116,causal,0.0026,362
9,1000,marginal,g0150,causal,0.0107,325
9,1000,marginal,g0357,causal,0.0384,258
9,1000,marginal,g0079,causal,0.1221,144
9,1000,marginal,g0418,causal,0.0382,367
9,1000,marginal,g0492,causal,0.0276,217
9,1000,marginal,g0113,causal,0.0103,326
9,1000,marginal,g0164,causal,0.0148,71
9,1000,marginal,g0408,causal,0.0189,124
9,1000,marginal,g0431,causal,0.0065,192
9,1000,marginal,g0345,causal,0.0567,342
9,1000,marginal,g0094,causal,0.0964,318
9,1000,marginal,g0322,causal,0.0149,163
9,1000,marginal,g0264,causal,0.1111,414
9,1000,marginal,g0213,causal,0.0562,233
9,1000,marginal,g0277,causal,0.0067,151
9,1000,marginal,g0276,causal,0.0292,311
9,1000,marginal,g0335,causal,0.0363,355
9,1000,marginal,g0157,causal,0.0056,91
9,1000,marginal,g0273,causal,0.0672,63
9,1000,marginal,g0195,causal,0.023,246
9,1000,marginal,g0187,causal,0.0354,99
9,1000,marginal,g0036,causal,0.0023,34
9,1000,marginal,g0148,causal,0.0074,167
9,1000,marginal,g0238,causal,0.0228,76
9,1000,marginal,g0097,causal,0.0142,79
9,1000,marginal,g0121,causal,0.1709,84
9,1000,marginal,g0098,causal,0.0296,391
9,1000,marginal,g0214,causal,0.034,388
9,1000,marginal,g0106,causal,0.0329,105
9,1000,marginal,g0485,causal,0.0027,345
9,1000,marginal,g0446,causal,0.0841,450
9,1000,marginal,g0411,causal,0.0204,211
9,1000,marginal,g0363,causal,0.0717,487
9,1000,marginal,g0348,causal,0.0294,13
9,1000,marginal,g0297,causal,0.0494,58
9,1000,marginal,g0115,causal,0.0015,271
9,1000,marginal,g0017,causal,0.028,420
9,1000,marginal,g0321,causal,0.0009,64
9,1000,marginal,g0398,causal,0.0074,247
9,1000,marginal,g0018,causal,0.0336,229
9,1000,marginal,g0211,causal,0.052,402
9,1000,marginal,g0003,causal,0.0134,486
9,1000,marginal,g0394,causal,0.0444,483
9,1000,marginal,g0390,causal,0.035,386
9,1000,marginal,g0438,causal,0.0594,112
9,1000,marginal,g0251,causal,0.0329,306
9,1000,marginal,g0041,causal,0.0407,200
9,1000,marginal,g0044,causal,0.0126,360
9,1000,marginal,g0005,causal,0.006,334
9,1000,marginal,g0122,causal,0.113,256
9,1000,marginal,g0476,causal,0.0453,448
9,1000,marginal,g0372,causal,0.0162,426
9,1000,marginal,g0258,causal,0.0313,484
9,1000,marginal,g0375,causal,0.0858,423
9,1000,marginal,g0474,causal,0.0615,316
9,1000,marginal,g0340,causal,0.0432,140
9,1000,marginal,g0298,causal,0.0033,335
9,1000,marginal,g0065,causal,0.0283,133
9,1000,marginal,g0161,causal,0.0736,238
9,1000,marginal,g0012,causal,0.1789,234
9,1000,marginal,g0142,causal,0.0188,449
9,1000,marginal,g0075,causal,0.0343,372
9,1000,marginal,g0226,causal,0.0088,170
9,1000,marginal,g0351,causal,0.0067,453
9,1000,marginal,g0020,causal,0.0084,141
9,1000,marginal,g0320,causal,0.062,478
9,1000,marginal,g0129,causal,0.0234,115
9,1000,marginal,g0193,causal,0.0178,308
9,1000,marginal,g0473,causal,0.1646,103
9,1000,marginal,g0013,causal,0.0014,162
9,1000,marginal,g0458,causal,0.0699,348
9,1000,marginal,g0486,causal,0.0072,67
9,1000,marginal,g0196,causal,0.1313,2
9,1000,marginal,g0126,causal,0.0035,412
9,1000,marginal,g0470,causal,0.0637,131
9,1000,marginal,g0334,causal,0.0794,7
9,1000,marginal,g0444,causal,0.1926,117
9,1000,marginal,g0495,causal,0.0317,129
9,1000,marginal,g0125,causal,0.0258,208
9,1000,marginal,g0133,causal,0.2351,168
9,1000,marginal,g0016,causal,0.0667,439
9,1000,marginal,g0190,causal,0.0007,81
9,1000,marginal,g0051,causal,0.033,365
9,1000,marginal,g0057,causal,0.0834,387
9,1000,marginal,g0077,causal,0.0367,332
9,1000,marginal,g0141,causal,0.0601,460
9,1000,marginal,g0288,causal,0.0693,498
9,1000,marginal,g0471,causal,0.0527,157
9,1000,marginal,g0070,causal,0.1369,18
9,1000,marginal,g0219,causal,0.0139,253
9,1000,marginal,g0014,causal,0.0222,90
9,1000,marginal,g0270,causal,0.0256,28
9,1000,marginal,g0491,causal,0.0972,488
9,1000,marginal,g0279,causal,0.0175,350
9,1000,marginal,g0346,causal,0.1598,191
9,1000,marginal,g0272,causal,0.111,27
9,1000,marginal,g0295,causal,0.0252,489
9,1000,marginal,g0006,causal,0.0012,324
9,1000,marginal,g0410,causal,0.026,55
9,1000,marginal,g0337,causal,0.0443,150
9,1000,marginal,g0402,causal,0.045,474
9,1000,marginal,g0083,causal,0.0158,369
9,1000,marginal,g0009,causal,0.217,57
9,1000,marginal,g0166,causal,0.0162,10
9,1000,marginal,g0459,causal,0.0195,416
9,1000,marginal,g0100,causal,0.0273,195
9,1000,marginal,g0158,causal,0.0886,122
9,1000,marginal,g0333,causal,0.0548,72
9,1000,marginal,g0409,causal,0.0129,341
9,1000,marginal,g0143,causal,0.0169,465
9,1000,marginal,g0342,causal,0.0136,231
9,1000,marginal,g0429,causal,0.0274,165
9,1000,marginal,g0194,causal,0.0021,463
9,1000,marginal,g0151,causal,0.0229,330
9,1000,marginal,g0365,causal,0.0493,461
9,1000,marginal,g0267,causal,0.0034,336
9,1000,marginal,g0454,causal,0.027,197
9,1000,marginal,g0392,causal,0.0031,421
9,1000,marginal,g0412,causal,0.0784,338
9,1000,marginal,g0448,causal,0.0576,95
9,1000,marginal,g0199,causal,0.078,154
9,1000,marginal,g0201,causal,0.0099,139
9,1000,marginal,g0302,causal,0.211,1
9,1000,marginal,g0350,causal,0.0372,397
9,1000,marginal,g0177,causal,0.1914,407
9,1000,marginal,g0102,causal,0.0211,143
9,1000,marginal,g0138,causal,0.05,213
9,1000,marginal,g0249,confounder,0.0,121
9,1000,marginal,g0395,confounder,0.0,37
9,1000,marginal,g0310,confounder,0.0,260
9,1000,marginal,g0124,confounder,0.0,88
9,1000,marginal,g0054,confounder,0.0,443
9,1000,marginal,g0021,confounder,0.0,447
9,1000,marginal,g0043,confounder,0.0,187
9,1000,marginal,g0046,confounder,0.0,136
9,1000,marginal,g0252,confounder,0.0,320
9,1000,marginal,g0033,confounder,0.0,250
9,1000,marginal,g0244,confounder,0.0,261
9,1000,marginal,g0254,confounder,0.0,452
9,1000,marginal,g0353,confounder,0.0,25
9,1000,marginal,g0326,confounder,0.0,494
9,1000,marginal,g0332,confounder,0.0,82
9,1000,marginal,g0496,confounder,0.0,40
9,1000,marginal,g0399,confounder,0.0,205
9,1000,marginal,g0202,confounder,0.0,149
9,1000,marginal,g0131,confounder,0.0,440
9,1000,marginal,g0066,confounder,0.0,75
9,1000,marginal,g0285,confounder,0.0,44
9,1000,marginal,g0449,confounder,0.0,42
9,1000,marginal,g0287,confounder,0.0,374
9,1000,marginal,g0397,confounder,0.0,54
9,1000,marginal,g0374,confounder,0.0,228
9,1000,marginal,g0430,confounder,0.0,161
9,1000,marginal,g0239,confounder,0.0,459
9,1000,marginal,g0389,confounder,0.0,428
9,1000,marginal,g0178,confounder,0.0,85
9,1000,marginal,g0468,confounder,0.0,49
9,1000,marginal,g0379,confounder,0.0,497
9,1000,marginal,g0300,confounder,0.0,441
9,1000,marginal,g0168,confounder,0.0,185
9,1000,marginal,g0037,confounder,0.0,331
9,1000,marginal,g0111,confounder,0.0,425
9,1000,marginal,g0103,confounder,0.0,59
9,1000,marginal,g0424,confounder,0.0,242
9,1000,marginal,g0215,confounder,0.0,282
9,1000,marginal,g0025,confounder,0.0,492
9,1000,marginal,g0110,confounder,0.0,183
9,1000,marginal,g0327,confounder,0.0,265
9,1000,marginal,g0093,confounder,0.0,392
9,1000,marginal,g0200,confounder,0.0,89
9,1000,marginal,g0380,confounder,0.0,38
9,1000,marginal,g0155,confounder,0.0,188
9,1000,marginal,g0435,confounder,0.0,340
9,1000,marginal,g0191,confounder,0.0,8
9,1000,marginal,g0175,confounder,0.0,456
9,1000,marginal,g0489,confounder,0.0,462
9,1000,marginal,g0108,confounder,0.0,77
9,1000,within_tissue,g0268,mixed,0.1064,32
9,1000,within_tissue,g0030,mixed,0.0213,246
9,1000,within_tissue,g0123,mixed,0.0173,196
9,1000,within_tissue,g0265,mixed,0.0345,19
9,1000,within_tissue,g0035,mixed,0.0583,428
9,1000,within_tissue,g0497,mixed,0.0178,294
9,1000,within_tissue,g0180,mixed,0.0261,338
9,1000,within_tissue,g0072,mixed,0.0279,118
9,1000,within_tissue,g0405,mixed,0.0297,183
9,1000,within_tissue,g0364,mixed,0.0416,15
9,1000,within_tissue,g0184,mixed,0.0747,226
9,1000,within_tissue,g0499,mixed,0.0188,269
9,1000,within_tissue,g0316,mixed,0.1758,16
9,1000,within_tissue,g0284,mixed,0.0048,376
9,1000,within_tissue,g0314,mixed,0.006,41
9,1000,within_tissue,g0074,mixed,0.0084,121
9,1000,within_tissue,g0092,mixed,0.028,35
9,1000,within_tissue,g0203,mixed,0.0562,398
9,1000,within_tissue,g0255,mixed,0.0856,394
9,1000,within_tissue,g0292,mixed,0.0636,105
9,1000,within_tissue,g0367,mixed,0.0151,364
9,1000,within_tissue,g0256,mixed,0.0209,334
9,1000,within_tissue,g0382,mixed,0.0003,287
9,1000,within_tissue,g0274,mixed,0.027,173
9,1000,within_tissue,g0163,mixed,0.0456,390
9,1000,within_tissue,g0260,mixed,0.0004,248
9,1000,within_tissue,g0090,mixed,0.0317,55
9,1000,within_tissue,g0229,mixed,0.0536,214
9,1000,within_tissue,g0204,mixed,0.006,295
9,1000,within_tissue,g0371,mixed,0.0262,229
9,1000,within_tissue,g0434,mixed,0.0666,255
9,1000,within_tissue,g0243,mixed,0.0271,253
9,1000,within_tissue,g0198,mixed,0.0137,267
9,1000,within_tissue,g0391,mixed,0.0419,168
9,1000,within_tissue,g0309,mixed,0.0038,443
9,1000,within_tissue,g0306,mixed,0.1467,155
9,1000,within_tissue,g0059,mixed,0.063,124
9,1000,within_tissue,g0278,mixed,0.0508,356
9,1000,within_tissue,g0084,mixed,0.0137,185
9,1000,within_tissue,g0007,mixed,0.082,164
9,1000,within_tissue,g0422,mixed,0.0492,76
9,1000,within_tissue,g0210,mixed,0.009,406
9,1000,within_tissue,g0388,mixed,0.0177,365
9,1000,within_tissue,g0236,mixed,0.1067,236
9,1000,within_tissue,g0105,mixed,0.0412,83
9,1000,within_tissue,g0331,mixed,0.0359,150
9,1000,within_tissue,g0073,mixed,0.001,251
9,1000,within_tissue,g0383,mixed,0.026,6
9,1000,within_tissue,g0091,mixed,0.0465,327
9,1000,within_tissue,g0088,mixed,0.0892,156
9,1000,within_tissue,g0068,mixed,0.0023,50
9,1000,within_tissue,g0286,mixed,0.065,97
9,1000,within_tissue,g0419,mixed,0.0158,231
9,1000,within_tissue,g0197,mixed,0.0033,218
9,1000,within_tissue,g0301,mixed,0.0126,52
9,1000,within_tissue,g0257,mixed,0.0285,48
9,1000,within_tissue,g0230,mixed,0.018,157
9,1000,within_tissue,g0223,mixed,0.0442,161
9,1000,within_tissue,g0040,mixed,0.0803,224
9,1000,within_tissue,g0099,mixed,0.0395,176
9,1000,within_tissue,g0318,mixed,0.0084,131
9,1000,within_tissue,g0447,mixed,0.0763,401
9,1000,within_tissue,g0401,mixed,0.0853,184
9,1000,within_tissue,g0445,mixed,0.0316,158
9,1000,within_tissue,g0064,mixed,0.0272,441
9,1000,within_tissue,g0173,mixed,0.0073,355
9,1000,within_tissue,g0089,mixed,0.0203,419
9,1000,within_tissue,g0396,mixed,0.056,71
9,1000,within_tissue,g0048,mixed,0.0146,166
9,1000,within_tissue,g0117,mixed,0.0566,386
9,1000,within_tissue,g0001,mixed,0.0306,370
9,1000,within_tissue,g0206,mixed,0.0329,5
9,1000,within_tissue,g0373,mixed,0.066,190
9,1000,within_tissue,g0420,mixed,0.0259,227
9,1000,within_tissue,g0426,mixed,0.0427,187
9,1000,within_tissue,g0407,mixed,0.0411,33
9,1000,within_tissue,g0247,mixed,0.0173,149
9,1000,within_tissue,g0355,mixed,0.0513,319
9,1000,within_tissue,g0341,mixed,0.1035,167
9,1000,within_tissue,g0387,mixed,0.0411,26
9,1000,within_tissue,g0235,mixed,0.0267,125
9,1000,within_tissue,g0439,mixed,0.0428,322
9,1000,within_tissue,g0312,mixed,0.0673,388
9,1000,within_tissue,g0080,mixed,0.0217,205
9,1000,within_tissue,g0376,mixed,0.0519,99
9,1000,within_tissue,g0144,mixed,0.0429,275
9,1000,within_tissue,g0400,mixed,0.0356,172
9,1000,within_tissue,g0183,mixed,0.1029,266
9,1000,within_tissue,g0427,mixed,0.0049,404
9,1000,within_tissue,g0182,mixed,0.0162,308
9,1000,within_tissue,g0172,mixed,0.0455,235
9,1000,within_tissue,g0475,mixed,0.0088,2
9,1000,within_tissue,g0339,mixed,0.004,140
9,1000,within_tissue,g0437,mixed,0.0782,120
9,1000,within_tissue,g0283,mixed,0.0329,126
9,1000,within_tissue,g0056,mixed,0.1864,90
9,1000,within_tissue,g0442,mixed,0.0212,410
9,1000,within_tissue,g0010,mixed,0.0365,151
9,1000,within_tissue,g0082,mixed,0.0542,360
9,1000,within_tissue,g0414,mixed,0.0211,345
9,1000,within_tissue,g0034,causal,0.0323,206
9,1000,within_tissue,g0481,causal,0.0546,417
9,1000,within_tissue,g0186,causal,0.0823,81
9,1000,within_tissue,g0307,causal,0.0045,381
9,1000,within_tissue,g0062,causal,0.0589,230
9,1000,within_tissue,g0262,causal,0.0021,203
9,1000,within_tissue,g0303,causal,0.0168,133
9,1000,within_tissue,g0026,causal,0.0094,402
9,1000,within_tissue,g0460,causal,0.0601,66
9,1000,within_tissue,g0165,causal,0.0494,232
9,1000,within_tissue,g0019,causal,0.0059,315
9,1000,within_tissue,g0146,causal,0.021,375
9,1000,within_tissue,g0436,causal,0.0399,367
9,1000,within_tissue,g0067,causal,0.0376,198
9,1000,within_tissue,g0128,causal,0.0188,10
9,1000,within_tissue,g0440,causal,0.0665,3
9,1000,within_tissue,g0294,causal,0.02,307
9,1000,within_tissue,g0325,causal,0.0484,285
9,1000,within_tissue,g0417,causal,0.0794,28
9,1000,within_tissue,g0152,causal,0.0534,115
9,1000,within_tissue,g0494,causal,0.0212,346
9,1000,within_tissue,g0366,causal,0.055,259
9,1000,within_tissue,g0299,causal,0.0166,389
9,1000,within_tissue,g0384,causal,0.0566,444
9,1000,within_tissue,g0216,causal,0.0354,202
9,1000,within_tissue,g0369,causal,0.0002,336
9,1000,within_tissue,g0231,causal,0.0247,254
9,1000,within_tissue,g0403,causal,0.0034,393
9,1000,within_tissue,g0466,causal,0.0228,241
9,1000,within_tissue,g0289,causal,0.0997,144
9,1000,within_tissue,g0452,causal,0.1507,178
9,1000,within_tissue,g0349,causal,0.0081,4
9,1000,within_tissue,g0135,causal,0.0182,273
9,1000,within_tissue,g0055,causal,0.0398,113
9,1000,within_tissue,g0488,causal,0.0751,237
9,1000,within_tissue,g0222,causal,0.044,174
9,1000,within_tissue,g0169,causal,0.0622,434
9,1000,within_tissue,g0328,causal,0.0154,316
9,1000,within_tissue,g0192,causal,0.0053,437
9,1000,within_tissue,g0308,causal,0.0301,377
9,1000,within_tissue,g0386,causal,0.0114,379
9,1000,within_tissue,g0293,causal,0.0437,53
9,1000,within_tissue,g0381,causal,0.061,49
9,1000,within_tissue,g0269,causal,0.0574,79
9,1000,within_tissue,g0228,causal,0.0029,210
9,1000,within_tissue,g0134,causal,0.0491,321
9,1000,within_tissue,g0212,causal,0.008,215
9,1000,within_tissue,g0160,causal,0.133,31
9,1000,within_tissue,g0313,causal,0.0122,134
9,1000,within_tissue,g0493,causal,0.0297,328
9,1000,within_tissue,g0356,causal,0.0055,249
9,1000,within_tissue,g0171,causal,0.0015,344
9,1000,within_tissue,g0245,causal,0.0233,34
9,1000,within_tissue,g0246,causal,0.0168,9
9,1000,within_tissue,g0477,causal,0.0005,30
9,1000,within_tissue,g0042,causal,0.0593,256
9,1000,within_tissue,g0208,causal,0.0232,11
9,1000,within_tissue,g0218,causal,0.0484,298
9,1000,within_tissue,g0425,causal,0.0678,332
9,1000,within_tissue,g0112,causal,0.0603,349
9,1000,within_tissue,g0338,causal,0.0598,293
9,1000,within_tissue,g0291,causal,0.045,453
9,1000,within_tissue,g0189,causal,0.0293,309
9,1000,within_tissue,g0096,causal,0.0397,204
9,1000,within_tissue,g0132,causal,0.0937,137
9,1000,within_tissue,g0029,causal,0.0136,414
9,1000,within_tissue,g0275,causal,0.0537,88
9,1000,within_tissue,g0179,causal,0.0268,352
9,1000,within_tissue,g0023,causal,0.0084,170
9,1000,within_tissue,g0120,causal,0.0086,283
9,1000,within_tissue,g0330,causal,0.1725,132
9,1000,within_tissue,g0050,causal,0.0581,62
9,1000,within_tissue,g0116,causal,0.0026,347
9,1000,within_tissue,g0150,causal,0.0107,270
9,1000,within_tissue,g0357,causal,0.0384,306
9,1000,within_tissue,g0079,causal,0.1221,171
9,1000,within_tissue,g0418,causal,0.0382,324
9,1000,within_tissue,g0492,causal,0.0276,192
9,1000,within_tissue,g0113,causal,0.0103,278
9,1000,within_tissue,g0164,causal,0.0148,38
9,1000,within_tissue,g0408,causal,0.0189,130
9,1000,within_tissue,g0431,causal,0.0065,247
9,1000,within_tissue,g0345,causal,0.0567,304
9,1000,within_tissue,g0094,causal,0.0964,191
9,1000,within_tissue,g0322,causal,0.0149,80
9,1000,within_tissue,g0264,causal,0.1111,380
9,1000,within_tissue,g0213,causal,0.0562,280
9,1000,within_tissue,g0277,causal,0.0067,123
9,1000,within_tissue,g0276,causal,0.0292,243
9,1000,within_tissue,g0335,causal,0.0363,392
9,1000,within_tissue,g0157,causal,0.0056,100
9,1000,within_tissue,g0273,causal,0.0672,42
9,1000,within_tissue,g0195,causal,0.023,159
9,1000,within_tissue,g0187,causal,0.0354,63
9,1000,within_tissue,g0036,causal,0.0023,37
9,1000,within_tissue,g0148,causal,0.0074,179
9,1000,within_tissue,g0238,causal,0.0228,65
9,1000,within_tissue,g0097,causal,0.0142,104
9,1000,within_tissue,g0121,causal,0.1709,58
9,1000,within_tissue,g0098,causal,0.0296,320
9,1000,within_tissue,g0214,causal,0.034,368
9,1000,within_tissue,g0106,causal,0.0329,145
9,1000,within_tissue,g0485,causal,0.0027,343
9,1000,within_tissue,g0446,causal,0.0841,432
9,1000,within_tissue,g0411,causal,0.0204,160
9,1000,within_tissue,g0363,causal,0.0717,416
9,1000,within_tissue,g0348,causal,0.0294,24
9,1000,within_tissue,g0297,causal,0.0494,87
9,1000,within_tissue,g0115,causal,0.0015,252
9,1000,within_tissue,g0017,causal,0.028,438
9,1000,within_tissue,g0321,causal,0.0009,54
9,1000,within_tissue,g0398,causal,0.0074,268
9,1000,within_tissue,g0018,causal,0.0336,222
9,1000,within_tissue,g0211,causal,0.052,353
9,1000,within_tissue,g0003,causal,0.0134,423
9,1000,within_tissue,g0394,causal,0.0444,454
9,1000,within_tissue,g0390,causal,0.035,369
9,1000,within_tissue,g0438,causal,0.0594,75
9,1000,within_tissue,g0251,causal,0.0329,305
9,1000,within_tissue,g0041,causal,0.0407,244
9,1000,within_tissue,g0044,causal,0.0126,326
9,1000,within_tissue,g0005,causal,0.006,271
9,1000,within_tissue,g0122,causal,0.113,257
9,1000,within_tissue,g0476,causal,0.0453,359
9,1000,within_tissue,g0372,causal,0.0162,413
9,1000,within_tissue,g0258,causal,0.0313,430
9,1000,within_tissue,g0375,causal,0.0858,318
9,1000,within_tissue,g0474,causal,0.0615,358
9,1000,within_tissue,g0340,causal,0.0432,109
9,1000,within_tissue,g0298,causal,0.0033,264
