seed,n_cells,method,gene,gene_class,effect,rank
25,1000,dann,g0156,causal,0.0407,465
25,1000,dann,g0200,causal,0.0149,323
25,1000,dann,g0461,causal,0.026,262
25,1000,dann,g0288,causal,0.0329,179
25,1000,dann,g0009,causal,0.016,438
25,1000,dann,g0190,causal,0.0103,59
25,1000,dann,g0032,causal,0.0586,56
25,1000,dann,g0492,causal,0.0253,187
25,1000,dann,g0314,causal,0.005,382
25,1000,dann,g0046,causal,0.0259,33
25,1000,dann,g0313,causal,0.0308,272
25,1000,dann,g0277,causal,0.0409,188
25,1000,dann,g0091,causal,0.0447,44
25,1000,dann,g0049,causal,0.0515,163
25,1000,dann,g0006,causal,0.0382,160
25,1000,dann,g0354,causal,0.0121,414
25,1000,dann,g0490,causal,0.01,308
25,1000,dann,g0259,causal,0.0292,344
25,1000,dann,g0107,causal,0.0097,362
25,1000,dann,g0082,causal,0.006,14
25,1000,dann,g0321,causal,0.0131,430
25,1000,dann,g0266,causal,0.026,300
25,1000,dann,g0044,causal,0.009,395
25,1000,dann,g0353,causal,0.0273,230
25,1000,dann,g0045,causal,0.0816,118
25,1000,dann,g0349,causal,0.0303,125
25,1000,dann,g0425,causal,0.0142,290
25,1000,dann,g0466,causal,0.0054,429
25,1000,dann,g0308,causal,0.0025,251
25,1000,dann,g0464,causal,0.0144,304
25,1000,dann,g0355,causal,0.0162,311
25,1000,dann,g0455,causal,0.0259,486
25,1000,dann,g0132,causal,0.0202,74
25,1000,dann,g0428,causal,0.0852,364
25,1000,dann,g0135,causal,0.0914,459
25,1000,dann,g0144,causal,0.0875,407
25,1000,dann,g0131,causal,0.0327,314
25,1000,dann,g0226,causal,0.0718,404
25,1000,dann,g0192,causal,0.0656,13
25,1000,dann,g0405,causal,0.0106,317
25,1000,dann,g0481,causal,0.0415,128
25,1000,dann,g0085,causal,0.0074,302
25,1000,dann,g0191,causal,0.0877,320
25,1000,dann,g0351,causal,0.068,98
25,1000,dann,g0051,causal,0.1938,252
25,1000,dann,g0233,causal,0.0063,75
25,1000,dann,g0254,causal,0.0731,348
25,1000,dann,g0473,causal,0.0529,214
25,1000,dann,g0210,causal,0.0163,333
25,1000,dann,g0187,causal,0.0589,164
25,1000,dann,g0129,causal,0.0169,95
25,1000,dann,g0018,causal,0.0382,379
25,1000,dann,g0178,causal,0.0367,343
25,1000,dann,g0376,causal,0.0349,76
25,1000,dann,g0395,causal,0.0289,370
25,1000,dann,g0102,causal,0.0519,380
25,1000,dann,g0088,causal,0.0555,12
25,1000,dann,g0256,causal,0.0209,232
25,1000,dann,g0454,causal,0.0235,41
25,1000,dann,g0239,causal,0.0172,35
25,1000,dann,g0078,causal,0.0499,452
25,1000,dann,g0368,causal,0.1,161
25,1000,dann,g0469,causal,0.0366,24
25,1000,dann,g0406,causal,0.0362,419
25,1000,dann,g0008,causal,0.0158,376
25,1000,dann,g0360,causal,0.0256,491
25,1000,dann,g0173,causal,0.0401,189
25,1000,dann,g0467,causal,0.0125,114
25,1000,dann,g0225,causal,0.0018,212
25,1000,dann,g0319,causal,0.0422,32
25,1000,dann,g0304,causal,0.0096,196
25,1000,dann,g0219,causal,0.0213,85
25,1000,dann,g0109,causal,0.0412,386
25,1000,dann,g0083,causal,0.0958,279
25,1000,dann,g0418,causal,0.0427,142
25,1000,dann,g0312,confounder,0.0,20
25,1000,dann,g0356,confounder,0.0,30
25,1000,dann,g0404,confounder,0.0,113
25,1000,dann,g0465,confounder,0.0,78
25,1000,dann,g0250,confounder,0.0,294
25,1000,dann,g0002,confounder,0.0,65
25,1000,dann,g0441,confounder,0.0,87
25,1000,dann,g0290,confounder,0.0,11
25,1000,dann,g0316,confounder,0.0,93
25,1000,dann,g0416,confounder,0.0,326
25,1000,dann,g0434,confounder,0.0,229
25,1000,dann,g0499,confounder,0.0,193
25,1000,dann,g0419,confounder,0.0,451
25,1000,dann,g0331,confounder,0.0,278
25,1000,dann,g0141,confounder,0.0,171
25,1000,dann,g0340,confounder,0.0,52
25,1000,dann,g0163,confounder,0.0,23
25,1000,dann,g0457,confounder,0.0,447
25,1000,dann,g0324,confounder,0.0,273
25,1000,dann,g0016,confounder,0.0,145
25,1000,dann,g0136,confounder,0.0,288
25,1000,dann,g0446,confounder,0.0,327
25,1000,dann,g0408,confounder,0.0,375
25,1000,dann,g0038,confounder,0.0,116
25,1000,dann,g0213,confounder,0.0,303
25,1000,dann,g0195,confounder,0.0,22
25,1000,dann,g0207,confounder,0.0,412
25,1000,dann,g0121,confounder,0.0,301
25,1000,dann,g0167,confounder,0.0,88
25,1000,dann,g0295,confounder,0.0,332
25,1000,dann,g0089,confounder,0.0,49
25,1000,dann,g0241,confounder,0.0,97
25,1000,dann,g0475,confounder,0.0,457
25,1000,dann,g0302,confounder,0.0,28
25,1000,dann,g0343,confounder,0.0,371
25,1000,dann,g0272,confounder,0.0,383
25,1000,dann,g0155,confounder,0.0,202
25,1000,dann,g0486,confounder,0.0,190
25,1000,dann,g0096,confounder,0.0,47
25,1000,dann,g0242,confounder,0.0,133
25,1000,dann,g0133,confounder,0.0,46
25,1000,dann,g0080,confounder,0.0,292
25,1000,dann,g0386,confounder,0.0,265
25,1000,dann,g0171,confounder,0.0,106
25,1000,dann,g0097,confounder,0.0,394
25,1000,dann,g0377,confounder,0.0,396
25,1000,dann,g0274,confounder,0.0,90
25,1000,dann,g0138,confounder,0.0,162
25,1000,dann,g0060,confounder,0.0,385
25,1000,dann,g0224,confounder,0.0,225
25,1000,adae,g0055,mixed,0.0279,213
25,1000,adae,g0400,mixed,0.0125,1
25,1000,adae,g0410,mixed,0.0266,189
25,1000,adae,g0251,mixed,0.0484,382
25,1000,adae,g0153,mixed,0.0107,300
25,1000,adae,g0050,mixed,0.0037,220
25,1000,adae,g0298,mixed,0.0247,432
25,1000,adae,g0453,mixed,0.0048,183
25,1000,adae,g0327,mixed,0.0107,292
25,1000,adae,g0409,mixed,0.0313,69
25,1000,adae,g0375,mixed,0.0019,438
25,1000,adae,g0193,mixed,0.0095,311
25,1000,adae,g0439,mixed,0.0062,73
25,1000,adae,g0177,mixed,0.0041,47
25,1000,adae,g0269,mixed,0.0022,42
25,1000,adae,g0374,mixed,0.1285,413
25,1000,adae,g0071,mixed,0.0682,433
25,1000,adae,g0234,mixed,0.0331,332
25,1000,adae,g0422,mixed,0.0121,52
25,1000,adae,g0113,mixed,0.0224,339
25,1000,adae,g0297,mixed,0.0232,142
25,1000,adae,g0261,mixed,0.0139,174
25,1000,adae,g0098,mixed,0.0824,176
25,1000,adae,g0218,mixed,0.0034,471
25,1000,adae,g0168,mixed,0.0225,378
25,1000,adae,g0090,mixed,0.0183,326
25,1000,adae,g0271,mixed,0.0011,492
25,1000,adae,g0238,mixed,0.0058,100
25,1000,adae,g0230,mixed,0.0052,240
25,1000,adae,g0014,mixed,0.0236,125
25,1000,adae,g0493,mixed,0.0074,329
25,1000,adae,g0345,mixed,0.021,393
25,1000,adae,g0421,mixed,0.0438,462
25,1000,adae,g0204,mixed,0.0752,486
25,1000,adae,g0424,mixed,0.0318,13
25,1000,adae,g0119,mixed,0.0525,255
25,1000,adae,g0294,mixed,0.0394,41
25,1000,adae,g0142,mixed,0.0397,222
25,1000,adae,g0487,mixed,0.0858,17
25,1000,adae,g0301,mixed,0.1584,169
25,1000,adae,g0323,mixed,0.0476,186
25,1000,adae,g0479,mixed,0.0023,75
25,1000,adae,g0413,mixed,0.0112,128
25,1000,adae,g0103,mixed,0.1283,457
25,1000,adae,g0237,mixed,0.0331,469
25,1000,adae,g0325,mixed,0.0351,215
25,1000,adae,g0021,mixed,0.0188,228
25,1000,adae,g0282,mixed,0.0251,185
25,1000,adae,g0170,mixed,0.0387,295
25,1000,adae,g0276,mixed,0.0227,334
25,1000,adae,g0012,mixed,0.0166,481
25,1000,adae,g0432,mixed,0.0049,284
25,1000,adae,g0037,mixed,0.02,368
25,1000,adae,g0086,mixed,0.0047,175
25,1000,adae,g0498,mixed,0.0672,386
25,1000,adae,g0139,mixed,0.0157,500
25,1000,adae,g0041,mixed,0.0535,149
25,1000,adae,g0221,mixed,0.0509,65
25,1000,adae,g0382,mixed,0.0338,84
25,1000,adae,g0180,mixed,0.0419,26
25,1000,adae,g0235,mixed,0.0323,109
25,1000,adae,g0081,mixed,0.0121,27
25,1000,adae,g0303,mixed,0.0067,331
25,1000,adae,g0017,mixed,0.0644,449
25,1000,adae,g0030,mixed,0.079,50
25,1000,adae,g0130,mixed,0.0198,388
25,1000,adae,g0206,mixed,0.016,241
25,1000,adae,g0211,mixed,0.0046,6
25,1000,adae,g0152,mixed,0.1568,163
25,1000,adae,g0048,mixed,0.0255,66
25,1000,adae,g0175,mixed,0.013,325
25,1000,adae,g0197,mixed,0.0031,491
25,1000,adae,g0258,mixed,0.0006,45
25,1000,adae,g0184,mixed,0.0191,476
25,1000,adae,g0146,mixed,0.0435,454
25,1000,adae,g0027,mixed,0.0231,425
25,1000,adae,g0199,mixed,0.0054,36
25,1000,adae,g0025,mixed,0.0105,385
25,1000,adae,g0205,mixed,0.0085,344
25,1000,adae,g0485,mixed,0.0352,396
25,1000,adae,g0305,mixed,0.0181,122
25,1000,adae,g0248,mixed,0.0534,305
25,1000,adae,g0449,mixed,0.0035,172
25,1000,adae,g0228,mixed,0.0477,7
25,1000,adae,g0381,mixed,0.0468,70
25,1000,adae,g0389,mixed,0.0245,254
25,1000,adae,g0212,mixed,0.0018,459
25,1000,adae,g0337,mixed,0.0779,367
25,1000,adae,g0468,mixed,0.0838,3
25,1000,adae,g0451,mixed,0.0166,395
25,1000,adae,g0350,mixed,0.0137,107
25,1000,adae,g0176,mixed,0.0324,263
25,1000,adae,g0463,mixed,0.0372,455
25,1000,adae,g0076,mixed,0.036,113
25,1000,adae,g0015,mixed,0.0645,282
25,1000,adae,g0315,mixed,0.0029,76
25,1000,adae,g0004,mixed,0.0345,343
25,1000,adae,g0194,mixed,0.0739,97
25,1000,adae,g0332,mixed,0.0491,301
25,1000,adae,g0378,mixed,0.0123,314
25,1000,adae,g0182,causal,0.0924,252
25,1000,adae,g0122,causal,0.0076,424
25,1000,adae,g0339,causal,0.052,296
25,1000,adae,g0392,causal,0.021,442
25,1000,adae,g0402,causal,0.0184,363
25,1000,adae,g0476,causal,0.0002,86
25,1000,adae,g0283,causal,0.0048,34
25,1000,adae,g0341,causal,0.0346,157
25,1000,adae,g0281,causal,0.0235,340
25,1000,adae,g0366,causal,0.0701,335
25,1000,adae,g0415,causal,0.0308,43
25,1000,adae,g0161,causal,0.0919,140
25,1000,adae,g0106,causal,0.0201,324
25,1000,adae,g0489,causal,0.1514,201
25,1000,adae,g0397,causal,0.0218,467
25,1000,adae,g0100,causal,0.0159,479
25,1000,adae,g0214,causal,0.0091,239
25,1000,adae,g0483,causal,0.0129,78
25,1000,adae,g0309,causal,0.0471,403
25,1000,adae,g0151,causal,0.0686,268
25,1000,adae,g0022,causal,0.023,365
25,1000,adae,g0079,causal,0.0353,214
25,1000,adae,g0328,causal,0.0103,366
25,1000,adae,g0005,causal,0.0236,451
25,1000,adae,g0326,causal,0.0104,380
25,1000,adae,g0232,causal,0.2011,466
25,1000,adae,g0444,causal,0.0495,443
25,1000,adae,g0423,causal,0.0382,444
25,1000,adae,g0148,causal,0.0625,269
25,1000,adae,g0300,causal,0.0173,247
25,1000,adae,g0255,causal,0.0328,210
25,1000,adae,g0474,causal,0.0301,35
25,1000,adae,g0162,causal,0.0453,420
25,1000,adae,g0284,causal,0.0125,423
25,1000,adae,g0201,causal,0.0096,181
25,1000,adae,g0414,causal,0.1081,194
25,1000,adae,g0452,causal,0.0014,129
25,1000,adae,g0222,causal,0.0234,118
25,1000,adae,g0396,causal,0.0065,136
25,1000,adae,g0104,causal,0.0494,478
25,1000,adae,g0053,causal,0.105,346
25,1000,adae,g0429,causal,0.005,427
25,1000,adae,g0042,causal,0.0695,212
25,1000,adae,g0496,causal,0.0428,89
25,1000,adae,g0330,causal,0.0236,236
25,1000,adae,g0127,causal,0.0143,179
25,1000,adae,g0252,causal,0.0334,291
25,1000,adae,g0278,causal,0.0273,148
25,1000,adae,g0433,causal,0.0637,411
25,1000,adae,g0347,causal,0.0577,95
25,1000,adae,g0364,causal,0.0441,323
25,1000,adae,g0430,causal,0.0214,182
25,1000,adae,g0318,causal,0.012,187
25,1000,adae,g0013,causal,0.0034,67
25,1000,adae,g0075,causal,0.0715,74
25,1000,adae,g0263,causal,0.0224,281
25,1000,adae,g0482,causal,0.0242,230
25,1000,adae,g0373,causal,0.0778,408
25,1000,adae,g0111,causal,0.0156,288
25,1000,adae,g0065,causal,0.0271,5
25,1000,adae,g0394,causal,0.0423,426
25,1000,adae,g0123,causal,0.0049,496
25,1000,adae,g0196,causal,0.0033,79
25,1000,adae,g0459,causal,0.0034,272
25,1000,adae,g0164,causal,0.1123,277
25,1000,adae,g0033,causal,0.0415,135
25,1000,adae,g0231,causal,0.001,468
25,1000,adae,g0094,causal,0.0109,480
25,1000,adae,g0203,causal,0.0253,162
25,1000,adae,g0383,causal,0.0126,286
25,1000,adae,g0143,causal,0.0087,304
25,1000,adae,g0471,causal,0.014,207
25,1000,adae,g0322,causal,0.0048,477
25,1000,adae,g0077,causal,0.0275,88
25,1000,adae,g0393,causal,0.0528,256
25,1000,adae,g0128,causal,0.0145,82
25,1000,adae,g0447,causal,0.0192,364
25,1000,adae,g0026,causal,0.0085,499
25,1000,adae,g0208,causal,0.0022,237
25,1000,adae,g0260,causal,0.0273,421
25,1000,adae,g0380,causal,0.0049,357
25,1000,adae,g0310,causal,0.0008,445
25,1000,adae,g0488,causal,0.01,160
25,1000,adae,g0401,causal,0.0365,409
25,1000,adae,g0470,causal,0.0155,55
25,1000,adae,g0110,causal,0.0782,225
25,1000,adae,g0338,causal,0.0663,257
25,1000,adae,g0307,causal,0.0714,156
25,1000,adae,g0372,causal,0.063,46
25,1000,adae,g0209,causal,0.0084,274
25,1000,adae,g0087,causal,0.0114,37
25,1000,adae,g0385,causal,0.1261,195
25,1000,adae,g0334,causal,0.0129,473
25,1000,adae,g0034,causal,0.0998,495
25,1000,adae,g0352,causal,0.0052,483
25,1000,adae,g0335,causal,0.052,460
25,1000,adae,g0216,causal,0.07,330
25,1000,adae,g0244,causal,0.047,231
25,1000,adae,g0450,causal,0.0011,120
25,1000,adae,g0286,causal,0.0334,327
25,1000,adae,g0456,causal,0.0189,123
25,1000,adae,g0066,causal,0.0338,347
25,1000,adae,g0215,causal,0.1155,369
25,1000,adae,g0188,causal,0.0108,202
25,1000,adae,g0265,causal,0.0207,133
25,1000,adae,g0220,causal,0.1414,422
25,1000,adae,g0134,causal,0.0502,412
25,1000,adae,g0344,causal,0.0164,103
25,1000,adae,g0101,causal,0.2048,51
25,1000,adae,g0247,causal,0.0342,434
25,1000,adae,g0249,causal,0.0292,400
25,1000,adae,g0036,causal,0.0034,319
25,1000,adae,g0398,causal,0.0181,262
25,1000,adae,g0495,causal,0.0415,309
25,1000,adae,g0061,causal,0.0811,146
25,1000,adae,g0262,causal,0.043,31
25,1000,adae,g0270,causal,0.0626,299
25,1000,adae,g0279,causal,0.0712,44
25,1000,adae,g0336,causal,0.1473,416
25,1000,adae,g0426,causal,0.0477,168
25,1000,adae,g0070,causal,0.0027,446
25,1000,adae,g0137,causal,0.0117,474
25,1000,adae,g0120,causal,0.0057,211
25,1000,adae,g0166,causal,0.016,39
25,1000,adae,g0020,causal,0.0286,21
25,1000,adae,g0156,causal,0.0407,93
25,1000,adae,g0200,causal,0.0149,348
25,1000,adae,g0461,causal,0.026,448
25,1000,adae,g0288,causal,0.0329,204
25,1000,adae,g0009,causal,0.016,30
25,1000,adae,g0190,causal,0.0103,428
25,1000,adae,g0032,causal,0.0586,29
25,1000,adae,g0492,causal,0.0253,62
25,1000,adae,g0314,causal,0.005,188
25,1000,adae,g0046,causal,0.0259,223
25,1000,adae,g0313,causal,0.0308,372
25,1000,adae,g0277,causal,0.0409,270
25,1000,adae,g0091,causal,0.0447,8
25,1000,adae,g0049,causal,0.0515,287
25,1000,adae,g0006,causal,0.0382,192
25,1000,adae,g0354,causal,0.0121,463
25,1000,adae,g0490,causal,0.01,80
25,1000,adae,g0259,causal,0.0292,461
25,1000,adae,g0107,causal,0.0097,229
25,1000,adae,g0082,causal,0.006,265
25,1000,adae,g0321,causal,0.0131,64
25,1000,adae,g0266,causal,0.026,355
25,1000,adae,g0044,causal,0.009,303
25,1000,adae,g0353,causal,0.0273,199
25,1000,adae,g0045,causal,0.0816,470
25,1000,adae,g0349,causal,0.0303,158
25,1000,adae,g0425,causal,0.0142,164
25,1000,adae,g0466,causal,0.0054,419
25,1000,adae,g0308,causal,0.0025,472
25,1000,adae,g0464,causal,0.0144,308
25,1000,adae,g0355,causal,0.0162,307
25,1000,adae,g0455,causal,0.0259,280
25,1000,adae,g0132,causal,0.0202,349
25,1000,adae,g0428,causal,0.0852,397
25,1000,adae,g0135,causal,0.0914,361
25,1000,adae,g0144,causal,0.0875,401
25,1000,adae,g0131,causal,0.0327,243
25,1000,adae,g0226,causal,0.0718,250
25,1000,adae,g0192,causal,0.0656,4
25,1000,adae,g0405,causal,0.0106,464
25,1000,adae,g0481,causal,0.0415,316
25,1000,adae,g0085,causal,0.0074,16
25,1000,adae,g0191,causal,0.0877,418
25,1000,adae,g0351,causal,0.068,203
25,1000,adae,g0051,causal,0.1938,289
25,1000,adae,g0233,causal,0.0063,356
25,1000,adae,g0254,causal,0.0731,101
25,1000,adae,g0473,causal,0.0529,290
25,1000,adae,g0210,causal,0.0163,166
25,1000,adae,g0187,causal,0.0589,410
25,1000,adae,g0129,causal,0.0169,498
25,1000,adae,g0018,causal,0.0382,96
